"ObjectID","ClassificationID","AATID","AATCN","Classification","SubClassification","SubClassification2","SubClassification3"
"56878","6","300266304","AAT","Rare Book","","",""
"56879","6","300266304","AAT","Rare Book","","",""
"56880","0","2","YCBA","(-)","","",""
"56881","7","300041273","AAT","Print","","",""
"56882","7","300041273","AAT","Print","","",""
"56883","7","300041273","AAT","Print","","",""
"56884","7","300041273","AAT","Print","","",""
"56885","7","300041273","AAT","Print","","",""
"56886","7","300041273","AAT","Print","","",""
"56887","7","300041273","AAT","Print","","",""
"56888","7","300041273","AAT","Print","","",""
"56889","7","300041273","AAT","Print","","",""
"56890","7","300041273","AAT","Print","","",""
"56891","7","300041273","AAT","Print","","",""
"56892","7","300041273","AAT","Print","","",""
"56893","7","300041273","AAT","Print","","",""
"56894","7","300041273","AAT","Print","","",""
"56895","7","300041273","AAT","Print","","",""
"56896","7","300041273","AAT","Print","","",""
"56897","7","300041273","AAT","Print","","",""
"56898","7","300041273","AAT","Print","","",""
"56899","7","300041273","AAT","Print","","",""
"56900","7","300041273","AAT","Print","","",""
"56901","7","300041273","AAT","Print","","",""
"56902","7","300041273","AAT","Print","","",""
"56903","7","300041273","AAT","Print","","",""
"56904","7","300041273","AAT","Print","","",""
"56905","7","300041273","AAT","Print","","",""
"56906","7","300041273","AAT","Print","","",""
