"ID","ObjectNumber","Period","Culture","Term","NotType","AATID","AATCN"
"12131","B1975.3.188","18th century","British","British","Culture","300111159","AAT"
"12132","B1975.3.189","19th century","British","British","Culture","300111159","AAT"
"5543","B1975.3.19","19th century","British","British","Culture","300111159","AAT"
"8172","B1975.3.196","18th century","British","British","Culture","300111159","AAT"
"5524","B1975.3.197","18th century","British","British","Culture","300111159","AAT"
"12141","B1975.3.198","19th century","British","British","Culture","300111159","AAT"
"12142","B1975.3.199","19th century","British","British","Culture","300111159","AAT"
"5526","B1975.3.2","18th century-19th century","British","British","Culture","300111159","AAT"
"5544","B1975.3.20","19th century","British","British","Culture","300111159","AAT"
"12150","B1975.3.201","","British","British","Culture","300111159","AAT"
"12151","B1975.3.202","18th century","British","British","Culture","300111159","AAT"
"12152","B1975.3.203","18th century","British","British","Culture","300111159","AAT"
"12153","B1975.3.204","18th century","British","British","Culture","300111159","AAT"
"12154","B1975.3.205","18th century","British","British","Culture","300111159","AAT"
"12155","B1975.3.206","18th century","British","British","Culture","300111159","AAT"
"12156","B1975.3.207","18th century","British","British","Culture","300111159","AAT"
"12157","B1975.3.208","18th century","British","British","Culture","300111159","AAT"
"12158","B1975.3.209","18th century","British","British","Culture","300111159","AAT"
"5545","B1975.3.21","19th century","British","British","Culture","300111159","AAT"
"12159","B1975.3.210","18th century","British","British","Culture","300111159","AAT"
"12160","B1975.3.211","18th century","British","British","Culture","300111159","AAT"
"12161","B1975.3.212","18th century","British","British","Culture","300111159","AAT"
"12162","B1975.3.213","18th century","British","British","Culture","300111159","AAT"
"12163","B1975.3.214","18th century","British","British","Culture","300111159","AAT"
"12164","B1975.3.215","18th century","British","British","Culture","300111159","AAT"
"12165","B1975.3.216","18th century","British","British","Culture","300111159","AAT"
"12167","B1975.3.217","18th century","British","British","Culture","300111159","AAT"
"12168","B1975.3.218","18th century","British","British","Culture","300111159","AAT"
"12169","B1975.3.219","18th century","British","British","Culture","300111159","AAT"
"5546","B1975.3.22","19th century","British","British","Culture","300111159","AAT"
"12170","B1975.3.220","18th century","British","British","Culture","300111159","AAT"
"12171","B1975.3.221","18th century","British","British","Culture","300111159","AAT"
"12172","B1975.3.222","18th century","British","British","Culture","300111159","AAT"
"12173","B1975.3.223","18th century","British","British","Culture","300111159","AAT"
"12174","B1975.3.224","18th century","British","British","Culture","300111159","AAT"
"12176","B1975.3.225","18th century","British","British","Culture","300111159","AAT"
"11516","B1975.3.226","17th century-18th century","British","British","Culture","300111159","AAT"
"5523","B1975.3.227","18th century","British","British","Culture","300111159","AAT"
"8113","B1975.3.228","19th century","British","British","Culture","300111159","AAT"
"12211","B1975.3.229","19th century","British","British","Culture","300111159","AAT"
"5547","B1975.3.23","19th century","British","British","Culture","300111159","AAT"
"8115","B1975.3.232","19th century","British","British","Culture","300111159","AAT"
"8060","B1975.3.233","19th century","British","British","Culture","300111159","AAT"
"8061","B1975.3.234","19th century","British","British","Culture","300111159","AAT"
"8062","B1975.3.235","19th century","British","British","Culture","300111159","AAT"
"8116","B1975.3.236","19th century","British","British","Culture","300111159","AAT"
"12212","B1975.3.237","19th century","British","British","Culture","300111159","AAT"
"8135","B1975.3.238","19th century","British","British","Culture","300111159","AAT"
"8251","B1975.3.239","19th century","British","British","Culture","300111159","AAT"
"5548","B1975.3.24","19th century","British","British","Culture","300111159","AAT"
"8063","B1975.3.241","19th century","British","British","Culture","300111159","AAT"
"8077","B1975.3.242","19th century","British","British","Culture","300111159","AAT"
"8136","B1975.3.243","19th century","British","British","Culture","300111159","AAT"
"8078","B1975.3.244","19th century","British","British","Culture","300111159","AAT"
"8164","B1975.3.245","19th century","British","British","Culture","300111159","AAT"
"8079","B1975.3.246","19th century","British","British","Culture","300111159","AAT"
"8080","B1975.3.247","19th century","British","British","Culture","300111159","AAT"
"8165","B1975.3.248","19th century","British","British","Culture","300111159","AAT"
"8058","B1975.3.249","19th century","British","British","Culture","300111159","AAT"
"5549","B1975.3.25","19th century","British","British","Culture","300111159","AAT"
"8081","B1975.3.250","19th century","British","British","Culture","300111159","AAT"
"8166","B1975.3.252","19th century","British","British","Culture","300111159","AAT"
"8111","B1975.3.253","19th century","British","British","Culture","300111159","AAT"
"12219","B1975.3.254","19th century","British","British","Culture","300111159","AAT"
"12220","B1975.3.255","19th century","British","British","Culture","300111159","AAT"
"12221","B1975.3.256","19th century","British","British","Culture","300111159","AAT"
"12222","B1975.3.257","19th century","British","British","Culture","300111159","AAT"
"12223","B1975.3.258","19th century","British","British","Culture","300111159","AAT"
"12224","B1975.3.259","19th century","British","British","Culture","300111159","AAT"
"5550","B1975.3.26","19th century","British","British","Culture","300111159","AAT"
"12225","B1975.3.260","19th century","British","British","Culture","300111159","AAT"
"12226","B1975.3.261","19th century","British","British","Culture","300111159","AAT"
"53424","B1975.3.262","19th century","British","British","Culture","300111159","AAT"
"12228","B1975.3.263","19th century","British","British","Culture","300111159","AAT"
"12229","B1975.3.264","19th century","British","British","Culture","300111159","AAT"
"12230","B1975.3.265","19th century","British","British","Culture","300111159","AAT"
"8175","B1975.3.267","18th century","British","British","Culture","300111159","AAT"
"8178","B1975.3.268","18th century","British","British","Culture","300111159","AAT"
"8180","B1975.3.269","18th century","British","British","Culture","300111159","AAT"
"5551","B1975.3.27","19th century","British","British","Culture","300111159","AAT"
"12231","B1975.3.270","18th century-19th century","British","British","Culture","300111159","AAT"
"25644","B1975.3.272","","British","British","Culture","300111159","AAT"
"25645","B1975.3.273","","British","British","Culture","300111159","AAT"
"25646","B1975.3.274","","British","British","Culture","300111159","AAT"
"25647","B1975.3.275","","British","British","Culture","300111159","AAT"
"25648","B1975.3.276","","British","British","Culture","300111159","AAT"
"25649","B1975.3.277","","British","British","Culture","300111159","AAT"
"25650","B1975.3.278","","British","British","Culture","300111159","AAT"
"25651","B1975.3.279","","British","British","Culture","300111159","AAT"
"5552","B1975.3.28","19th century","British","British","Culture","300111159","AAT"
"25652","B1975.3.280","","British","British","Culture","300111159","AAT"
"25653","B1975.3.281","","British","British","Culture","300111159","AAT"
"25655","B1975.3.283","","British","British","Culture","300111159","AAT"
"25656","B1975.3.284","","British","British","Culture","300111159","AAT"
"25657","B1975.3.285","","British","British","Culture","300111159","AAT"
"25658","B1975.3.286","","British","British","Culture","300111159","AAT"
"25659","B1975.3.287","","British","British","Culture","300111159","AAT"
"25660","B1975.3.288","","British","British","Culture","300111159","AAT"
"25661","B1975.3.289","","British","British","Culture","300111159","AAT"
"5553","B1975.3.29","19th century","British","British","Culture","300111159","AAT"
"25662","B1975.3.290","","British","British","Culture","300111159","AAT"
"25663","B1975.3.291","","British","British","Culture","300111159","AAT"
"25664","B1975.3.292","","British","British","Culture","300111159","AAT"
"25665","B1975.3.293","","British","British","Culture","300111159","AAT"
"25666","B1975.3.294","","British","British","Culture","300111159","AAT"
"12234","B1975.3.297(a)","19th century","British","British","Culture","300111159","AAT"
"12285","B1975.3.297(aa)","18th century-19th century","British","British","Culture","300111159","AAT"
"12312","B1975.3.297(aaa)","","British","British","Culture","300111159","AAT"
"12235","B1975.3.297(b)","","British","British","Culture","300111159","AAT"
"12286","B1975.3.297(bb)","","British","British","Culture","300111159","AAT"
"12313","B1975.3.297(bbb)","","British","British","Culture","300111159","AAT"
"12237","B1975.3.297(c)","","British","British","Culture","300111159","AAT"
"12287","B1975.3.297(cc)","","British","British","Culture","300111159","AAT"
"12314","B1975.3.297(ccc)","","British","British","Culture","300111159","AAT"
"12238","B1975.3.297(d)","","British","British","Culture","300111159","AAT"
"12288","B1975.3.297(dd)","","British","British","Culture","300111159","AAT"
"12289","B1975.3.297(ee)","","British","British","Culture","300111159","AAT"
"12242","B1975.3.297(f)","","British","British","Culture","300111159","AAT"
"12290","B1975.3.297(ff)","","British","British","Culture","300111159","AAT"
"12243","B1975.3.297(g)","","British","British","Culture","300111159","AAT"
"12291","B1975.3.297(gg)","","British","British","Culture","300111159","AAT"
"12244","B1975.3.297(h)","","British","British","Culture","300111159","AAT"
"12292","B1975.3.297(hh)","","British","British","Culture","300111159","AAT"
"12245","B1975.3.297(i)","","British","British","Culture","300111159","AAT"
"12293","B1975.3.297(ii)","","British","British","Culture","300111159","AAT"
"12246","B1975.3.297(j)","","British","British","Culture","300111159","AAT"
"12294","B1975.3.297(jj)","","British","British","Culture","300111159","AAT"
"12247","B1975.3.297(k)","","British","British","Culture","300111159","AAT"
"12295","B1975.3.297(kk)","","British","British","Culture","300111159","AAT"
"12248","B1975.3.297(l)","","British","British","Culture","300111159","AAT"
"12296","B1975.3.297(ll)","","British","British","Culture","300111159","AAT"
"12249","B1975.3.297(m)","","British","British","Culture","300111159","AAT"
"12297","B1975.3.297(mm)","","British","British","Culture","300111159","AAT"
"12250","B1975.3.297(n)","","British","British","Culture","300111159","AAT"
"12298","B1975.3.297(nn)","","British","British","Culture","300111159","AAT"
"12251","B1975.3.297(o)","","British","British","Culture","300111159","AAT"
"12299","B1975.3.297(oo)","","British","British","Culture","300111159","AAT"
"12252","B1975.3.297(p)","","British","British","Culture","300111159","AAT"
"12300","B1975.3.297(pp)","","British","British","Culture","300111159","AAT"
"12253","B1975.3.297(q)","","British","British","Culture","300111159","AAT"
"12301","B1975.3.297(qq)","","British","British","Culture","300111159","AAT"
"12276","B1975.3.297(r)","","British","British","Culture","300111159","AAT"
"12302","B1975.3.297(rr)","","British","British","Culture","300111159","AAT"
"12277","B1975.3.297(s)","","British","British","Culture","300111159","AAT"
"12303","B1975.3.297(ss)","","British","British","Culture","300111159","AAT"
"12278","B1975.3.297(t)","","British","British","Culture","300111159","AAT"
"12304","B1975.3.297(tt)","","British","British","Culture","300111159","AAT"
"12279","B1975.3.297(u)","","British","British","Culture","300111159","AAT"
"12305","B1975.3.297(uu)","","British","British","Culture","300111159","AAT"
"12280","B1975.3.297(v)","","British","British","Culture","300111159","AAT"
"12306","B1975.3.297(vv)","","British","British","Culture","300111159","AAT"
"12281","B1975.3.297(w)","","British","British","Culture","300111159","AAT"
"12282","B1975.3.297(x)","","British","British","Culture","300111159","AAT"
"12308","B1975.3.297(xx)","","British","British","Culture","300111159","AAT"
"12283","B1975.3.297(y)","","British","British","Culture","300111159","AAT"
"12309","B1975.3.297(yy)","","British","British","Culture","300111159","AAT"
"12284","B1975.3.297(z)","","British","British","Culture","300111159","AAT"
"12310","B1975.3.297(zz)","","British","British","Culture","300111159","AAT"
"54896","B1975.3.297V","","British","British","Culture","300111159","AAT"
"5527","B1975.3.3","19th century","British","British","Culture","300111159","AAT"
"5554","B1975.3.30","18th century-19th century","British","British","Culture","300111159","AAT"
"8289","B1975.3.302","","British","British","Culture","300111159","AAT"
"8290","B1975.3.303","","British","British","Culture","300111159","AAT"
"5555","B1975.3.31","18th century-19th century","British","British","Culture","300111159","AAT"
"12348","B1975.3.315","19th century","Trinidadian","Trinidadian","Culture","5","YCBA"
"5556","B1975.3.32","19th century","British","British","Culture","300111159","AAT"
"5557","B1975.3.33","18th century","British","British","Culture","300111159","AAT"
"9395","B1975.3.334","19th century","British","British","Culture","300111159","AAT"
"48396","B1975.3.335","19th century","British","British","Culture","300111159","AAT"
"48397","B1975.3.336","19th century","British","British","Culture","300111159","AAT"
"48398","B1975.3.337","19th century","British","British","Culture","300111159","AAT"
"48399","B1975.3.338","19th century","British","British","Culture","300111159","AAT"
"48400","B1975.3.339","19th century","British","British","Culture","300111159","AAT"
"6519","B1975.3.34","18th century-19th century","British","British","Culture","300111159","AAT"
"48401","B1975.3.340","19th century","British","British","Culture","300111159","AAT"
"48402","B1975.3.341","19th century","British","British","Culture","300111159","AAT"
"48403","B1975.3.342","19th century","British","British","Culture","300111159","AAT"
"48404","B1975.3.343","19th century","British","British","Culture","300111159","AAT"
"48405","B1975.3.344","19th century","British","British","Culture","300111159","AAT"
"48406","B1975.3.345","19th century","British","British","Culture","300111159","AAT"
"48407","B1975.3.346","19th century","British","British","Culture","300111159","AAT"
"48408","B1975.3.347","19th century","British","British","Culture","300111159","AAT"
"48409","B1975.3.348","19th century","British","British","Culture","300111159","AAT"
"48410","B1975.3.349","19th century","British","British","Culture","300111159","AAT"
"5558","B1975.3.35","18th century-19th century","British","British","Culture","300111159","AAT"
"48411","B1975.3.350","19th century","British","British","Culture","300111159","AAT"
"48412","B1975.3.351","19th century","British","British","Culture","300111159","AAT"
"48413","B1975.3.352","19th century","British","British","Culture","300111159","AAT"
"48414","B1975.3.353","19th century","British","British","Culture","300111159","AAT"
"48415","B1975.3.354","19th century","British","British","Culture","300111159","AAT"
"48416","B1975.3.355","19th century","British","British","Culture","300111159","AAT"
"48417","B1975.3.356","19th century","British","British","Culture","300111159","AAT"
"48418","B1975.3.357","19th century","British","British","Culture","300111159","AAT"
"48419","B1975.3.358","19th century","British","British","Culture","300111159","AAT"
"48420","B1975.3.359","19th century","British","British","Culture","300111159","AAT"
"6521","B1975.3.36","18th century-19th century","British","British","Culture","300111159","AAT"
"48421","B1975.3.360","19th century","British","British","Culture","300111159","AAT"
"48422","B1975.3.361","19th century","British","British","Culture","300111159","AAT"
"48423","B1975.3.362","19th century","British","British","Culture","300111159","AAT"
"48424","B1975.3.363","19th century","British","British","Culture","300111159","AAT"
"48425","B1975.3.364","19th century","British","British","Culture","300111159","AAT"
"48426","B1975.3.365","19th century","British","British","Culture","300111159","AAT"
"48427","B1975.3.366","19th century","British","British","Culture","300111159","AAT"
"48428","B1975.3.367","19th century","British","British","Culture","300111159","AAT"
"48429","B1975.3.368","19th century","British","British","Culture","300111159","AAT"
"48430","B1975.3.369","19th century","British","British","Culture","300111159","AAT"
"6518","B1975.3.37","18th century-19th century","British","British","Culture","300111159","AAT"
"48431","B1975.3.370","19th century","British","British","Culture","300111159","AAT"
"48432","B1975.3.371","19th century","British","British","Culture","300111159","AAT"
"48433","B1975.3.372","19th century","British","British","Culture","300111159","AAT"
"48434","B1975.3.373","19th century","British","British","Culture","300111159","AAT"
"48435","B1975.3.374","19th century","British","British","Culture","300111159","AAT"
"48436","B1975.3.375","19th century","British","British","Culture","300111159","AAT"
"48437","B1975.3.376","19th century","British","British","Culture","300111159","AAT"
"48438","B1975.3.377","19th century","British","British","Culture","300111159","AAT"
"48439","B1975.3.378","19th century","British","British","Culture","300111159","AAT"
"48440","B1975.3.379","19th century","British","British","Culture","300111159","AAT"
"5559","B1975.3.38","18th century-19th century","British","British","Culture","300111159","AAT"
"48441","B1975.3.380","19th century","British","British","Culture","300111159","AAT"
"48442","B1975.3.381","19th century","British","British","Culture","300111159","AAT"
"48443","B1975.3.382","19th century","British","British","Culture","300111159","AAT"
"48444","B1975.3.383","19th century","British","British","Culture","300111159","AAT"
"48445","B1975.3.384","19th century","British","British","Culture","300111159","AAT"
"48446","B1975.3.385","19th century","British","British","Culture","300111159","AAT"
"48447","B1975.3.386","19th century","British","British","Culture","300111159","AAT"
"48448","B1975.3.387","19th century","British","British","Culture","300111159","AAT"
"48449","B1975.3.388","19th century","British","British","Culture","300111159","AAT"
"48450","B1975.3.389","19th century","British","British","Culture","300111159","AAT"
"5560","B1975.3.39","19th century","British","British","Culture","300111159","AAT"
"48451","B1975.3.390","19th century","British","British","Culture","300111159","AAT"
"48452","B1975.3.391","19th century","British","British","Culture","300111159","AAT"
"48453","B1975.3.392","19th century","British","British","Culture","300111159","AAT"
"48454","B1975.3.393","19th century","British","British","Culture","300111159","AAT"
"48455","B1975.3.394","19th century","British","British","Culture","300111159","AAT"
"48456","B1975.3.395","19th century","British","British","Culture","300111159","AAT"
"48457","B1975.3.396","19th century","British","British","Culture","300111159","AAT"
"48458","B1975.3.397","19th century","British","British","Culture","300111159","AAT"
"48459","B1975.3.398","19th century","British","British","Culture","300111159","AAT"
"48460","B1975.3.399","19th century","British","British","Culture","300111159","AAT"
"5528","B1975.3.4","18th century-19th century","British","British","Culture","300111159","AAT"
"5561","B1975.3.40","18th century-19th century","British","British","Culture","300111159","AAT"
"48461","B1975.3.400","19th century","British","British","Culture","300111159","AAT"
"48462","B1975.3.401","19th century","British","British","Culture","300111159","AAT"
"48463","B1975.3.402","19th century","British","British","Culture","300111159","AAT"
"48464","B1975.3.403","19th century","British","British","Culture","300111159","AAT"
"48465","B1975.3.404","19th century","British","British","Culture","300111159","AAT"
"48466","B1975.3.405","19th century","British","British","Culture","300111159","AAT"
"48467","B1975.3.406","19th century","British","British","Culture","300111159","AAT"
"48468","B1975.3.407","19th century","British","British","Culture","300111159","AAT"
"48469","B1975.3.408","19th century","British","British","Culture","300111159","AAT"
"48470","B1975.3.409","19th century","British","British","Culture","300111159","AAT"
"5562","B1975.3.41","18th century-19th century","British","British","Culture","300111159","AAT"
"48471","B1975.3.410","19th century","British","British","Culture","300111159","AAT"
"48472","B1975.3.411","19th century","British","British","Culture","300111159","AAT"
"48473","B1975.3.412","19th century","British","British","Culture","300111159","AAT"
"48474","B1975.3.413","19th century","British","British","Culture","300111159","AAT"
"48475","B1975.3.414","19th century","British","British","Culture","300111159","AAT"
"48476","B1975.3.415","19th century","British","British","Culture","300111159","AAT"
"48477","B1975.3.416","19th century","British","British","Culture","300111159","AAT"
"48478","B1975.3.417","19th century","British","British","Culture","300111159","AAT"
"48479","B1975.3.418","19th century","British","British","Culture","300111159","AAT"
"48480","B1975.3.419","19th century","British","British","Culture","300111159","AAT"
"5563","B1975.3.42","18th century","British","British","Culture","300111159","AAT"
"48481","B1975.3.420","19th century","British","British","Culture","300111159","AAT"
"48482","B1975.3.421","19th century","British","British","Culture","300111159","AAT"
"48483","B1975.3.422","19th century","British","British","Culture","300111159","AAT"
"48484","B1975.3.423","19th century","British","British","Culture","300111159","AAT"
"48485","B1975.3.424","19th century","British","British","Culture","300111159","AAT"
"48486","B1975.3.425","19th century","British","British","Culture","300111159","AAT"
"48487","B1975.3.426","19th century","British","British","Culture","300111159","AAT"
"48488","B1975.3.427","19th century","British","British","Culture","300111159","AAT"
"48489","B1975.3.428","19th century","British","British","Culture","300111159","AAT"
"48490","B1975.3.429","19th century","British","British","Culture","300111159","AAT"
"5564","B1975.3.43","18th century-19th century","British","British","Culture","300111159","AAT"
"48491","B1975.3.430","19th century","British","British","Culture","300111159","AAT"
"48492","B1975.3.431","19th century","British","British","Culture","300111159","AAT"
"48493","B1975.3.432","19th century","British","British","Culture","300111159","AAT"
"48494","B1975.3.433","19th century","British","British","Culture","300111159","AAT"
"48495","B1975.3.434","19th century","British","British","Culture","300111159","AAT"
"48496","B1975.3.435","19th century","British","British","Culture","300111159","AAT"
"48497","B1975.3.436","19th century","British","British","Culture","300111159","AAT"
"48498","B1975.3.437","19th century","British","British","Culture","300111159","AAT"
"7865","B1975.3.438","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7866","B1975.3.439","19th century","Scottish","Scottish","Culture","300111212","AAT"
"5565","B1975.3.44","18th century-19th century","British","British","Culture","300111159","AAT"
"7867","B1975.3.440","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7868","B1975.3.441","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7870","B1975.3.442","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7871","B1975.3.443","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7872","B1975.3.444","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7873","B1975.3.445","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7874","B1975.3.446","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7875","B1975.3.447","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7876","B1975.3.448","19th century","Scottish","Scottish","Culture","300111212","AAT"
"7877","B1975.3.449","19th century","Scottish","Scottish","Culture","300111212","AAT"
"5566","B1975.3.45","18th century-19th century","British","British","Culture","300111159","AAT"
"5567","B1975.3.46","18th century-19th century","British","British","Culture","300111159","AAT"
"9454","B1975.3.462","18th century","British","British","Culture","300111159","AAT"
"9455","B1975.3.464","18th century","British","British","Culture","300111159","AAT"
"53744","B1975.3.468","18th century","British","British","Culture","300111159","AAT"
"66577","B1975.3.468(1)","18th century","British","British","Culture","300111159","AAT"
"66586","B1975.3.468(10)","18th century","British","British","Culture","300111159","AAT"
"66587","B1975.3.468(11)","18th century","British","British","Culture","300111159","AAT"
"66588","B1975.3.468(12)","18th century","British","British","Culture","300111159","AAT"
"66589","B1975.3.468(13)","18th century","British","British","Culture","300111159","AAT"
"66590","B1975.3.468(14)","18th century","British","British","Culture","300111159","AAT"
"66591","B1975.3.468(15)","18th century","British","British","Culture","300111159","AAT"
"66592","B1975.3.468(16)","18th century","British","British","Culture","300111159","AAT"
"66593","B1975.3.468(17)","18th century","British","British","Culture","300111159","AAT"
"66594","B1975.3.468(18)","18th century","British","British","Culture","300111159","AAT"
"66595","B1975.3.468(19)","18th century","British","British","Culture","300111159","AAT"
"66578","B1975.3.468(2)","18th century","British","British","Culture","300111159","AAT"
"66596","B1975.3.468(20)","18th century","British","British","Culture","300111159","AAT"
"66597","B1975.3.468(21)","18th century","British","British","Culture","300111159","AAT"
"66598","B1975.3.468(22)","18th century","British","British","Culture","300111159","AAT"
"66599","B1975.3.468(23)","18th century","British","British","Culture","300111159","AAT"
"66600","B1975.3.468(24)","18th century","British","British","Culture","300111159","AAT"
"66601","B1975.3.468(25)","18th century","British","British","Culture","300111159","AAT"
"66602","B1975.3.468(26)","18th century","British","British","Culture","300111159","AAT"
"66603","B1975.3.468(27)","18th century","British","British","Culture","300111159","AAT"
"66604","B1975.3.468(28)","18th century","British","British","Culture","300111159","AAT"
"66605","B1975.3.468(29)","18th century","British","British","Culture","300111159","AAT"
"66579","B1975.3.468(3)","18th century","British","British","Culture","300111159","AAT"
"66606","B1975.3.468(30)","18th century","British","British","Culture","300111159","AAT"
"66607","B1975.3.468(31)","18th century","British","British","Culture","300111159","AAT"
"66608","B1975.3.468(32)","18th century","British","British","Culture","300111159","AAT"
"66609","B1975.3.468(33)","18th century","British","British","Culture","300111159","AAT"
"66610","B1975.3.468(34)","18th century","British","British","Culture","300111159","AAT"
"66611","B1975.3.468(35)","18th century","British","British","Culture","300111159","AAT"
"66612","B1975.3.468(36)","18th century","British","British","Culture","300111159","AAT"
"66613","B1975.3.468(37)","18th century","British","British","Culture","300111159","AAT"
"66614","B1975.3.468(38)","18th century","British","British","Culture","300111159","AAT"
"66615","B1975.3.468(39)","18th century","British","British","Culture","300111159","AAT"
"66580","B1975.3.468(4)","18th century","British","British","Culture","300111159","AAT"
"66616","B1975.3.468(40)","18th century","British","British","Culture","300111159","AAT"
"66617","B1975.3.468(41)","18th century","British","British","Culture","300111159","AAT"
"66618","B1975.3.468(42)","18th century","British","British","Culture","300111159","AAT"
"66619","B1975.3.468(43)","18th century","British","British","Culture","300111159","AAT"
"66620","B1975.3.468(44)","18th century","British","British","Culture","300111159","AAT"
"66621","B1975.3.468(45)","18th century","British","British","Culture","300111159","AAT"
"66622","B1975.3.468(46)","18th century","British","British","Culture","300111159","AAT"
"66623","B1975.3.468(47)","18th century","British","British","Culture","300111159","AAT"
"66624","B1975.3.468(48)","18th century","British","British","Culture","300111159","AAT"
"66625","B1975.3.468(49)","18th century","British","British","Culture","300111159","AAT"
"66581","B1975.3.468(5)","18th century","British","British","Culture","300111159","AAT"
"66626","B1975.3.468(50)","18th century","British","British","Culture","300111159","AAT"
"66627","B1975.3.468(51)","18th century","British","British","Culture","300111159","AAT"
"66628","B1975.3.468(52)","18th century","British","British","Culture","300111159","AAT"
"66629","B1975.3.468(53)","18th century","British","British","Culture","300111159","AAT"
"66630","B1975.3.468(54)","18th century","British","British","Culture","300111159","AAT"
"66631","B1975.3.468(55)","18th century","British","British","Culture","300111159","AAT"
"66632","B1975.3.468(56)","18th century","British","British","Culture","300111159","AAT"
"66633","B1975.3.468(57)","18th century","British","British","Culture","300111159","AAT"
"66634","B1975.3.468(58)","18th century","British","British","Culture","300111159","AAT"
"66635","B1975.3.468(59)","18th century","British","British","Culture","300111159","AAT"
"66582","B1975.3.468(6)","18th century","British","British","Culture","300111159","AAT"
"66636","B1975.3.468(60)","18th century","British","British","Culture","300111159","AAT"
"66637","B1975.3.468(61)","18th century","British","British","Culture","300111159","AAT"
"66638","B1975.3.468(62)","18th century","British","British","Culture","300111159","AAT"
"66639","B1975.3.468(63)","18th century","British","British","Culture","300111159","AAT"
"66640","B1975.3.468(64)","18th century","British","British","Culture","300111159","AAT"
"66641","B1975.3.468(65)","18th century","British","British","Culture","300111159","AAT"
"66642","B1975.3.468(66)","18th century","British","British","Culture","300111159","AAT"
"66643","B1975.3.468(67)","18th century","British","British","Culture","300111159","AAT"
"66644","B1975.3.468(68)","18th century","British","British","Culture","300111159","AAT"
"66645","B1975.3.468(69)","18th century","British","British","Culture","300111159","AAT"
"66583","B1975.3.468(7)","18th century","British","British","Culture","300111159","AAT"
"66646","B1975.3.468(70)","18th century","British","British","Culture","300111159","AAT"
"66647","B1975.3.468(71)","18th century","British","British","Culture","300111159","AAT"
"66648","B1975.3.468(72)","18th century","British","British","Culture","300111159","AAT"
"66649","B1975.3.468(73)","18th century","British","British","Culture","300111159","AAT"
"66650","B1975.3.468(74)","18th century","British","British","Culture","300111159","AAT"
"66651","B1975.3.468(75)","18th century","British","British","Culture","300111159","AAT"
"66652","B1975.3.468(76)","18th century","British","British","Culture","300111159","AAT"
"66653","B1975.3.468(77)","18th century","British","British","Culture","300111159","AAT"
"66654","B1975.3.468(78)","18th century","British","British","Culture","300111159","AAT"
"66664","B1975.3.468(79)","18th century","British","British","Culture","300111159","AAT"
"66584","B1975.3.468(8)","18th century","British","British","Culture","300111159","AAT"
"66585","B1975.3.468(9)","18th century","British","British","Culture","300111159","AAT"
"5568","B1975.3.47","18th century-19th century","British","British","Culture","300111159","AAT"
"5569","B1975.3.48","19th century","British","British","Culture","300111159","AAT"
"5570","B1975.3.49","18th century-19th century","British","British","Culture","300111159","AAT"
"5529","B1975.3.5","18th century","British","British","Culture","300111159","AAT"
"5571","B1975.3.50","18th century-19th century","British","British","Culture","300111159","AAT"
"5572","B1975.3.51","18th century","British","British","Culture","300111159","AAT"
"5573","B1975.3.52","18th century","British","British","Culture","300111159","AAT"
"5574","B1975.3.53","18th century","British","British","Culture","300111159","AAT"
"5575","B1975.3.54","18th century","British","British","Culture","300111159","AAT"
"5582","B1975.3.55","18th century","British","British","Culture","300111159","AAT"
"5583","B1975.3.56","18th century","British","British","Culture","300111159","AAT"
"5584","B1975.3.57","18th century","British","British","Culture","300111159","AAT"
"5585","B1975.3.58","18th century","British","British","Culture","300111159","AAT"
"5586","B1975.3.59","18th century-19th century","British","British","Culture","300111159","AAT"
"10964","B1975.3.594","17th century","British","British","Culture","300111159","AAT"
"5530","B1975.3.6","19th century","British","British","Culture","300111159","AAT"
"5587","B1975.3.60","19th century","British","British","Culture","300111159","AAT"
"5588","B1975.3.61","18th century-19th century","British","British","Culture","300111159","AAT"
"5589","B1975.3.62","18th century-19th century","British","British","Culture","300111159","AAT"
"5590","B1975.3.63","18th century-19th century","British","British","Culture","300111159","AAT"
"5591","B1975.3.64","18th century-19th century","British","British","Culture","300111159","AAT"
"5592","B1975.3.65","18th century-19th century","British","British","Culture","300111159","AAT"
"5593","B1975.3.66","18th century","British","British","Culture","300111159","AAT"
"5594","B1975.3.67","18th century-19th century","British","British","Culture","300111159","AAT"
"5595","B1975.3.68","18th century-19th century","British","British","Culture","300111159","AAT"
"5596","B1975.3.69","18th century-19th century","British","British","Culture","300111159","AAT"
"5531","B1975.3.7","18th century-19th century","British","British","Culture","300111159","AAT"
"5597","B1975.3.70","19th century","British","British","Culture","300111159","AAT"
"5598","B1975.3.71","18th century-19th century","British","British","Culture","300111159","AAT"
"5599","B1975.3.72","18th century","British","British","Culture","300111159","AAT"
"5600","B1975.3.73","18th century","British","British","Culture","300111159","AAT"
