"ObjectID","exhibitionID","ExhTitle","","beginISO","CurDate","ExhDate"
"488","759","Turner and the Sea","Monday, November 11, 2013 - Monday, September 01, 2014","2013-11-22          ","04 Nov 2013 13:56:09","Turner and the Sea, Monday, November 11, 2013 - Monday, September 01, 2014"
"422","759","Turner and the Sea","Monday, November 11, 2013 - Monday, September 01, 2014","2013-11-22          ","04 Nov 2013 13:56:09","Turner and the Sea, Monday, November 11, 2013 - Monday, September 01, 2014"
"5500","759","Turner and the Sea","Monday, November 11, 2013 - Monday, September 01, 2014","2013-11-22          ","04 Nov 2013 13:56:09","Turner and the Sea, Monday, November 11, 2013 - Monday, September 01, 2014"
"5496","759","Turner and the Sea","Monday, November 11, 2013 - Monday, September 01, 2014","2013-11-22          ","04 Nov 2013 13:56:09","Turner and the Sea, Monday, November 11, 2013 - Monday, September 01, 2014"
"46543","759","Turner and the Sea","Monday, November 11, 2013 - Monday, September 01, 2014","2013-11-22          ","04 Nov 2013 13:56:09","Turner and the Sea, Monday, November 11, 2013 - Monday, September 01, 2014"
"1882","759","Turner and the Sea","Monday, November 11, 2013 - Monday, September 01, 2014","2013-11-22          ","04 Nov 2013 13:56:09","Turner and the Sea, Monday, November 11, 2013 - Monday, September 01, 2014"
"46514","759","Turner and the Sea","Monday, November 11, 2013 - Monday, September 01, 2014","2013-11-22          ","04 Nov 2013 13:56:09","Turner and the Sea, Monday, November 11, 2013 - Monday, September 01, 2014"
"11298","759","Turner and the Sea","Monday, November 11, 2013 - Monday, September 01, 2014","2013-11-22          ","04 Nov 2013 13:56:09","Turner and the Sea, Monday, November 11, 2013 - Monday, September 01, 2014"
"5018","759","Turner and the Sea","Monday, November 11, 2013 - Monday, September 01, 2014","2013-11-22          ","04 Nov 2013 13:56:09","Turner and the Sea, Monday, November 11, 2013 - Monday, September 01, 2014"
"67312","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"67313","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"67314","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"67315","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"67316","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"67317","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"67318","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"410","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"1139","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"41211","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"54301","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"40716","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"21162","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"41275","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"40720","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"38734","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"56350","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"41273","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"283","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"41215","804","Nicola Hicks","Thursday, November 14, 2013 - Sunday, March 09, 2014","2013-11-14          ","04 Nov 2013 13:56:09","Nicola Hicks, Thursday, November 14, 2013 - Sunday, March 09, 2014"
"21831","823","Emma Hamilton Dancing","Tuesday, November 05, 2013 - Monday, March 31, 2014","2013-11-05          ","04 Nov 2013 13:56:09","Emma Hamilton Dancing, Tuesday, November 05, 2013 - Monday, March 31, 2014"
"55782","823","Emma Hamilton Dancing","Tuesday, November 05, 2013 - Monday, March 31, 2014","2013-11-05          ","04 Nov 2013 13:56:09","Emma Hamilton Dancing, Tuesday, November 05, 2013 - Monday, March 31, 2014"
"67126","823","Emma Hamilton Dancing","Tuesday, November 05, 2013 - Monday, March 31, 2014","2013-11-05          ","04 Nov 2013 13:56:09","Emma Hamilton Dancing, Tuesday, November 05, 2013 - Monday, March 31, 2014"
"67127","823","Emma Hamilton Dancing","Tuesday, November 05, 2013 - Monday, March 31, 2014","2013-11-05          ","04 Nov 2013 13:56:09","Emma Hamilton Dancing, Tuesday, November 05, 2013 - Monday, March 31, 2014"
"67128","823","Emma Hamilton Dancing","Tuesday, November 05, 2013 - Monday, March 31, 2014","2013-11-05          ","04 Nov 2013 13:56:09","Emma Hamilton Dancing, Tuesday, November 05, 2013 - Monday, March 31, 2014"
"67129","823","Emma Hamilton Dancing","Tuesday, November 05, 2013 - Monday, March 31, 2014","2013-11-05          ","04 Nov 2013 13:56:09","Emma Hamilton Dancing, Tuesday, November 05, 2013 - Monday, March 31, 2014"
"67130","823","Emma Hamilton Dancing","Tuesday, November 05, 2013 - Monday, March 31, 2014","2013-11-05          ","04 Nov 2013 13:56:09","Emma Hamilton Dancing, Tuesday, November 05, 2013 - Monday, March 31, 2014"
"21890","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"21905","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"21916","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"21930","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"21950","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"21963","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"21970","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"22007","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"22015","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"22041","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"1583","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"1590","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"1607","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"46061","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"51239","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"109","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"4935","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"113","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"118","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"123","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"130","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"4985","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"159","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"184","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"192","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"206","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"234","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"239","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"265","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"316","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"58455","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"54402","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"53862","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"55389","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"58446","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"58443","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"62508","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"55822","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"59348","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"23892","833","zzTest-ExhibitionPlanningDemo","","2013-10-09          ","04 Nov 2013 13:56:09",""
"1007","682","The Pageant of Venice : Art and Music in the Golden Age of Serenissima","2013-2014","2013-10-01          ","04 Nov 2013 13:56:09","The Pageant of Venice : Art and Music in the Golden Age of Serenissima, 2013-2014"
"66551","786","American Adversaries - West and Copley in a Transatlantic World","Sunday, September 22, 2013 - Sunday, January 05, 2014","2013-09-22          ","04 Nov 2013 13:56:09","American Adversaries - West and Copley in a Transatlantic World, Sunday, September 22, 2013 - Sunday, January 05, 2014"
"54267","786","American Adversaries - West and Copley in a Transatlantic World","Sunday, September 22, 2013 - Sunday, January 05, 2014","2013-09-22          ","04 Nov 2013 13:56:09","American Adversaries - West and Copley in a Transatlantic World, Sunday, September 22, 2013 - Sunday, January 05, 2014"
"64018","768","William Kent 1686-1748 : Designing Georgian Britain","Thursday, September 19, 2013 - Sunday, February 16, 2014","2013-09-19          ","04 Nov 2013 13:56:09","William Kent 1686-1748 : Designing Georgian Britain, Thursday, September 19, 2013 - Sunday, February 16, 2014"
"10834","768","William Kent 1686-1748 : Designing Georgian Britain","Thursday, September 19, 2013 - Sunday, February 16, 2014","2013-09-19          ","04 Nov 2013 13:56:09","William Kent 1686-1748 : Designing Georgian Britain, Thursday, September 19, 2013 - Sunday, February 16, 2014"
"66897","768","William Kent 1686-1748 : Designing Georgian Britain","Thursday, September 19, 2013 - Sunday, February 16, 2014","2013-09-19          ","04 Nov 2013 13:56:09","William Kent 1686-1748 : Designing Georgian Britain, Thursday, September 19, 2013 - Sunday, February 16, 2014"
"66896","768","William Kent 1686-1748 : Designing Georgian Britain","Thursday, September 19, 2013 - Sunday, February 16, 2014","2013-09-19          ","04 Nov 2013 13:56:09","William Kent 1686-1748 : Designing Georgian Britain, Thursday, September 19, 2013 - Sunday, February 16, 2014"
"55756","768","William Kent 1686-1748 : Designing Georgian Britain","Thursday, September 19, 2013 - Sunday, February 16, 2014","2013-09-19          ","04 Nov 2013 13:56:09","William Kent 1686-1748 : Designing Georgian Britain, Thursday, September 19, 2013 - Sunday, February 16, 2014"
"584","791","The Interwoven Globe - Worldwide Textile Trade, 1500-1800","Tuesday, September 10, 2013 - Sunday, January 05, 2014","2013-09-10          ","04 Nov 2013 13:56:09","The Interwoven Globe - Worldwide Textile Trade, 1500-1800, Tuesday, September 10, 2013 - Sunday, January 05, 2014"
"585","791","The Interwoven Globe - Worldwide Textile Trade, 1500-1800","Tuesday, September 10, 2013 - Sunday, January 05, 2014","2013-09-10          ","04 Nov 2013 13:56:09","The Interwoven Globe - Worldwide Textile Trade, 1500-1800, Tuesday, September 10, 2013 - Sunday, January 05, 2014"
"586","791","The Interwoven Globe - Worldwide Textile Trade, 1500-1800","Tuesday, September 10, 2013 - Sunday, January 05, 2014","2013-09-10          ","04 Nov 2013 13:56:09","The Interwoven Globe - Worldwide Textile Trade, 1500-1800, Tuesday, September 10, 2013 - Sunday, January 05, 2014"
"417","805","Rubens et l'Europe","Wednesday, May 22, 2013 - Monday, September 23, 2013","2013-05-22          ","04 Nov 2013 13:56:09","Rubens et l'Europe, Wednesday, May 22, 2013 - Monday, September 23, 2013"
"62195","810","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860","Friday, May 17, 2013 - Sunday, December 29, 2013","2013-05-17          ","04 Nov 2013 13:56:09","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860, Friday, May 17, 2013 - Sunday, December 29, 2013"
"13035","810","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860","Friday, May 17, 2013 - Sunday, December 29, 2013","2013-05-17          ","04 Nov 2013 13:56:09","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860, Friday, May 17, 2013 - Sunday, December 29, 2013"
"4846","810","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860","Friday, May 17, 2013 - Sunday, December 29, 2013","2013-05-17          ","04 Nov 2013 13:56:09","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860, Friday, May 17, 2013 - Sunday, December 29, 2013"
"12961","810","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860","Friday, May 17, 2013 - Sunday, December 29, 2013","2013-05-17          ","04 Nov 2013 13:56:09","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860, Friday, May 17, 2013 - Sunday, December 29, 2013"
"12603","810","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860","Friday, May 17, 2013 - Sunday, December 29, 2013","2013-05-17          ","04 Nov 2013 13:56:09","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860, Friday, May 17, 2013 - Sunday, December 29, 2013"
"55869","810","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860","Friday, May 17, 2013 - Sunday, December 29, 2013","2013-05-17          ","04 Nov 2013 13:56:09","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860, Friday, May 17, 2013 - Sunday, December 29, 2013"
"14832","810","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860","Friday, May 17, 2013 - Sunday, December 29, 2013","2013-05-17          ","04 Nov 2013 13:56:09","Through the Looking Lens - The Story of Artist Cornelius Varley and his Telemicroscope, 1800-1860, Friday, May 17, 2013 - Sunday, December 29, 2013"
"66500","809","Artist - Rebel - Dandy - Men of Fashion","Friday, April 26, 2013 - Sunday, August 18, 2013","2013-04-26          ","04 Nov 2013 13:56:09","Artist - Rebel - Dandy - Men of Fashion, Friday, April 26, 2013 - Sunday, August 18, 2013"
"66501","809","Artist - Rebel - Dandy - Men of Fashion","Friday, April 26, 2013 - Sunday, August 18, 2013","2013-04-26          ","04 Nov 2013 13:56:09","Artist - Rebel - Dandy - Men of Fashion, Friday, April 26, 2013 - Sunday, August 18, 2013"
"66502","809","Artist - Rebel - Dandy - Men of Fashion","Friday, April 26, 2013 - Sunday, August 18, 2013","2013-04-26          ","04 Nov 2013 13:56:09","Artist - Rebel - Dandy - Men of Fashion, Friday, April 26, 2013 - Sunday, August 18, 2013"
"66503","809","Artist - Rebel - Dandy - Men of Fashion","Friday, April 26, 2013 - Sunday, August 18, 2013","2013-04-26          ","04 Nov 2013 13:56:09","Artist - Rebel - Dandy - Men of Fashion, Friday, April 26, 2013 - Sunday, August 18, 2013"
"45341","813","Munnings - Out in the Open","Wednesday, April 24, 2013 - Sunday, September 15, 2013","2013-04-24          ","04 Nov 2013 13:56:09","Munnings - Out in the Open, Wednesday, April 24, 2013 - Sunday, September 15, 2013"
"42309","813","Munnings - Out in the Open","Wednesday, April 24, 2013 - Sunday, September 15, 2013","2013-04-24          ","04 Nov 2013 13:56:09","Munnings - Out in the Open, Wednesday, April 24, 2013 - Sunday, September 15, 2013"
"1438","813","Munnings - Out in the Open","Wednesday, April 24, 2013 - Sunday, September 15, 2013","2013-04-24          ","04 Nov 2013 13:56:09","Munnings - Out in the Open, Wednesday, April 24, 2013 - Sunday, September 15, 2013"
"17299","813","Munnings - Out in the Open","Wednesday, April 24, 2013 - Sunday, September 15, 2013","2013-04-24          ","04 Nov 2013 13:56:09","Munnings - Out in the Open, Wednesday, April 24, 2013 - Sunday, September 15, 2013"
"1543","813","Munnings - Out in the Open","Wednesday, April 24, 2013 - Sunday, September 15, 2013","2013-04-24          ","04 Nov 2013 13:56:09","Munnings - Out in the Open, Wednesday, April 24, 2013 - Sunday, September 15, 2013"
"1541","813","Munnings - Out in the Open","Wednesday, April 24, 2013 - Sunday, September 15, 2013","2013-04-24          ","04 Nov 2013 13:56:09","Munnings - Out in the Open, Wednesday, April 24, 2013 - Sunday, September 15, 2013"
"54277","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1345","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1343","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"54281","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1446","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"5057","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1342","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1378","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1379","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1388","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1261","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1429","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"49696","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1496","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"13784","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1411","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1511","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1293","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"1526","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"54280","812","Art in Focus : St Ives Abstraction","2013","2013-04-12          ","04 Nov 2013 13:56:09","Art in Focus : St Ives Abstraction, 2013"
"25854","811","In the Midst of the Jovial Crowd - Young James Boswell in London 1762-1763","","2013-04-01          ","04 Nov 2013 13:56:09",""
"66246","792","Echoes of Egypt: Conjuring the Land of the Pharaohs","Monday, April 01, 2013 - Tuesday, December 31, 2013","2013-04             ","04 Nov 2013 13:56:09","Echoes of Egypt: Conjuring the Land of the Pharaohs, Monday, April 01, 2013 - Tuesday, December 31, 2013"
"66247","792","Echoes of Egypt: Conjuring the Land of the Pharaohs","Monday, April 01, 2013 - Tuesday, December 31, 2013","2013-04             ","04 Nov 2013 13:56:09","Echoes of Egypt: Conjuring the Land of the Pharaohs, Monday, April 01, 2013 - Tuesday, December 31, 2013"
"66248","792","Echoes of Egypt: Conjuring the Land of the Pharaohs","Monday, April 01, 2013 - Tuesday, December 31, 2013","2013-04             ","04 Nov 2013 13:56:09","Echoes of Egypt: Conjuring the Land of the Pharaohs, Monday, April 01, 2013 - Tuesday, December 31, 2013"
"173","792","Echoes of Egypt: Conjuring the Land of the Pharaohs","Monday, April 01, 2013 - Tuesday, December 31, 2013","2013-04             ","04 Nov 2013 13:56:09","Echoes of Egypt: Conjuring the Land of the Pharaohs, Monday, April 01, 2013 - Tuesday, December 31, 2013"
"1018","792","Echoes of Egypt: Conjuring the Land of the Pharaohs","Monday, April 01, 2013 - Tuesday, December 31, 2013","2013-04             ","04 Nov 2013 13:56:09","Echoes of Egypt: Conjuring the Land of the Pharaohs, Monday, April 01, 2013 - Tuesday, December 31, 2013"
"59904","792","Echoes of Egypt: Conjuring the Land of the Pharaohs","Monday, April 01, 2013 - Tuesday, December 31, 2013","2013-04             ","04 Nov 2013 13:56:09","Echoes of Egypt: Conjuring the Land of the Pharaohs, Monday, April 01, 2013 - Tuesday, December 31, 2013"
"66211","792","Echoes of Egypt: Conjuring the Land of the Pharaohs","Monday, April 01, 2013 - Tuesday, December 31, 2013","2013-04             ","04 Nov 2013 13:56:09","Echoes of Egypt: Conjuring the Land of the Pharaohs, Monday, April 01, 2013 - Tuesday, December 31, 2013"
"1566","796","Francis Bacon [Japan 2013]","Friday, March 08, 2013 - Sunday, September 01, 2013","2013-03-08          ","04 Nov 2013 13:56:09","Francis Bacon [Japan 2013], Friday, March 08, 2013 - Sunday, September 01, 2013"
"66187","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66290","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66291","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66292","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66377","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66378","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66379","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66384","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66429","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66395","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66411","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66372","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66215","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66216","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66217","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
"66218","780","Edwardian Opulence ","Thursday, February 28, 2013 - Sunday, June 02, 2013","2013-02-28          ","04 Nov 2013 13:56:09","Edwardian Opulence , Thursday, February 28, 2013 - Sunday, June 02, 2013"
