"ID","Description","AltNum","Remarks","ObjRef","ANrefID","ReferenceID","RefXRefID","PageNumber","CatalogueNumber","FigureNumber","lidosource","lidotype","sourcenum","lidoappellation"
"5007","OCLC Number","702612521","","5324","317","317","1392","p","n","","AAT","local","300111999","Yale Center for British Art"
"5014","LC Call Number","ND466 Y35 (YCBA)","","5331","317","317","1410","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5014","OCLC Number","702612521","","5331","317","317","1410","p","n","p","AAT","local","300111999","Yale Center for British Art"
"68","LC Call Number","ND466 Y35 (YCBA)","","385","317","317","1407","p","n","","AAT","local","300111999","Yale Center for British Art"
"68","OCLC Number","702612521","","385","317","317","1407","p","n","","AAT","local","300111999","Yale Center for British Art"
"324","LC Call Number","ND466 Y35 (YCBA)","","641","317","317","3486","p","n","","AAT","local","300111999","Yale Center for British Art"
"324","OCLC Number","702612521","","641","317","317","3486","p","n","","AAT","local","300111999","Yale Center for British Art"
"625","LC Call Number","ND466 Y35 (YCBA)","","942","317","317","3487","p","n","","AAT","local","300111999","Yale Center for British Art"
"625","OCLC Number","702612521","","942","317","317","3487","p","n","","AAT","local","300111999","Yale Center for British Art"
"626","LC Call Number","ND466 Y35 (YCBA)","","943","317","317","3488","p","n","","AAT","local","300111999","Yale Center for British Art"
"626","OCLC Number","702612521","","943","317","317","3488","p","n","","AAT","local","300111999","Yale Center for British Art"
"627","LC Call Number","ND466 Y35 (YCBA)","","944","317","317","3489","p","n","","AAT","local","300111999","Yale Center for British Art"
"627","OCLC Number","702612521","","944","317","317","3489","p","n","","AAT","local","300111999","Yale Center for British Art"
"628","LC Call Number","ND466 Y35 (YCBA)","","945","317","317","3490","p","n","","AAT","local","300111999","Yale Center for British Art"
"628","OCLC Number","702612521","","945","317","317","3490","p","n","","AAT","local","300111999","Yale Center for British Art"
"5025","LC Call Number","ND466 Y35 (YCBA)","","5342","317","317","3491","p","n","","AAT","local","300111999","Yale Center for British Art"
"5025","OCLC Number","702612521","","5342","317","317","3491","p","n","","AAT","local","300111999","Yale Center for British Art"
"630","LC Call Number","ND466 Y35 (YCBA)","","947","317","317","3492","p","n","","AAT","local","300111999","Yale Center for British Art"
"630","OCLC Number","702612521","","947","317","317","3492","p","n","","AAT","local","300111999","Yale Center for British Art"
"631","LC Call Number","ND466 Y35 (YCBA)","","948","317","317","3493","p","n","","AAT","local","300111999","Yale Center for British Art"
"631","OCLC Number","702612521","","948","317","317","3493","p","n","","AAT","local","300111999","Yale Center for British Art"
"632","LC Call Number","ND466 Y35 (YCBA)","","949","317","317","3494","p","n","","AAT","local","300111999","Yale Center for British Art"
"632","OCLC Number","702612521","","949","317","317","3494","p","n","","AAT","local","300111999","Yale Center for British Art"
"633","LC Call Number","ND466 Y35 (YCBA)","","950","317","317","3495","p","n","","AAT","local","300111999","Yale Center for British Art"
"633","OCLC Number","702612521","","950","317","317","3495","p","n","","AAT","local","300111999","Yale Center for British Art"
"636","LC Call Number","ND466 Y35 (YCBA)","","953","317","317","3498","p","n","","AAT","local","300111999","Yale Center for British Art"
"636","OCLC Number","702612521","","953","317","317","3498","p","n","","AAT","local","300111999","Yale Center for British Art"
"637","LC Call Number","ND466 Y35 (YCBA)","","954","317","317","3499","p","n","","AAT","local","300111999","Yale Center for British Art"
"637","OCLC Number","702612521","","954","317","317","3499","p","n","","AAT","local","300111999","Yale Center for British Art"
"638","LC Call Number","ND466 Y35 (YCBA)","","955","317","317","3500","p","n","","AAT","local","300111999","Yale Center for British Art"
"638","OCLC Number","702612521","","955","317","317","3500","p","n","","AAT","local","300111999","Yale Center for British Art"
"639","LC Call Number","ND466 Y35 (YCBA)","","956","317","317","3501","p","n","","AAT","local","300111999","Yale Center for British Art"
"639","OCLC Number","702612521","","956","317","317","3501","p","n","","AAT","local","300111999","Yale Center for British Art"
"640","LC Call Number","ND466 Y35 (YCBA)","","957","317","317","3502","p","n","","AAT","local","300111999","Yale Center for British Art"
"640","OCLC Number","702612521","","957","317","317","3502","p","n","","AAT","local","300111999","Yale Center for British Art"
"641","LC Call Number","ND466 Y35 (YCBA)","","958","317","317","3503","p","n","","AAT","local","300111999","Yale Center for British Art"
"641","OCLC Number","702612521","","958","317","317","3503","p","n","","AAT","local","300111999","Yale Center for British Art"
"642","LC Call Number","ND466 Y35 (YCBA)","","959","317","317","3504","p","n","","AAT","local","300111999","Yale Center for British Art"
"642","OCLC Number","702612521","","959","317","317","3504","p","n","","AAT","local","300111999","Yale Center for British Art"
"644","LC Call Number","ND466 Y35 (YCBA)","","961","317","317","3505","p","n","","AAT","local","300111999","Yale Center for British Art"
"644","OCLC Number","702612521","","961","317","317","3505","p","n","","AAT","local","300111999","Yale Center for British Art"
"645","LC Call Number","ND466 Y35 (YCBA)","","962","317","317","3506","p","n","","AAT","local","300111999","Yale Center for British Art"
"645","OCLC Number","702612521","","962","317","317","3506","p","n","","AAT","local","300111999","Yale Center for British Art"
"646","LC Call Number","ND466 Y35 (YCBA)","","963","317","317","3507","p","n","","AAT","local","300111999","Yale Center for British Art"
"646","OCLC Number","702612521","","963","317","317","3507","p","n","","AAT","local","300111999","Yale Center for British Art"
"648","LC Call Number","ND466 Y35 (YCBA)","","965","317","317","3508","","n","","AAT","local","300111999","Yale Center for British Art"
"648","OCLC Number","702612521","","965","317","317","3508","","n","","AAT","local","300111999","Yale Center for British Art"
"38502","LC Call Number","ND466 Y35 (YCBA)","","38819","317","317","3509","p","n","p","AAT","local","300111999","Yale Center for British Art"
"38502","OCLC Number","702612521","","38819","317","317","3509","p","n","p","AAT","local","300111999","Yale Center for British Art"
"38492","LC Call Number","ND466 Y35 (YCBA)","","38809","317","317","3510","p","n","","AAT","local","300111999","Yale Center for British Art"
"38492","OCLC Number","702612521","","38809","317","317","3510","p","n","","AAT","local","300111999","Yale Center for British Art"
"38543","LC Call Number","ND466 Y35 (YCBA)","","38860","317","317","3511","p","n","","AAT","local","300111999","Yale Center for British Art"
"38543","OCLC Number","702612521","","38860","317","317","3511","p","n","","AAT","local","300111999","Yale Center for British Art"
"652","LC Call Number","ND466 Y35 (YCBA)","","969","317","317","3512","p","n","","AAT","local","300111999","Yale Center for British Art"
"652","OCLC Number","702612521","","969","317","317","3512","p","n","","AAT","local","300111999","Yale Center for British Art"
"38535","LC Call Number","ND466 Y35 (YCBA)","","38852","317","317","3513","p","n","","AAT","local","300111999","Yale Center for British Art"
"38535","OCLC Number","702612521","","38852","317","317","3513","p","n","","AAT","local","300111999","Yale Center for British Art"
"423","LC Call Number","ND466 Y35 (YCBA)","","740","317","317","3565","p","n","","AAT","local","300111999","Yale Center for British Art"
"423","OCLC Number","702612521","","740","317","317","3565","p","n","","AAT","local","300111999","Yale Center for British Art"
"818","LC Call Number","ND466 Y35 (YCBA)","","1135","317","317","5384","p","n","","AAT","local","300111999","Yale Center for British Art"
"818","OCLC Number","702612521","","1135","317","317","5384","p","n","","AAT","local","300111999","Yale Center for British Art"
"8","LC Call Number","ND466 Y35 (YCBA)","","325","317","317","5385","p","n","p","AAT","local","300111999","Yale Center for British Art"
"8","OCLC Number","702612521","","325","317","317","5385","p","n","p","AAT","local","300111999","Yale Center for British Art"
"842","LC Call Number","ND466 Y35 (YCBA)","","1159","317","317","5386","p","n","","AAT","local","300111999","Yale Center for British Art"
"842","OCLC Number","702612521","","1159","317","317","5386","p","n","","AAT","local","300111999","Yale Center for British Art"
"1182","LC Call Number","ND466 Y35 (YCBA)","","1499","317","317","5387","p","n","","AAT","local","300111999","Yale Center for British Art"
"1182","OCLC Number","702612521","","1499","317","317","5387","p","n","","AAT","local","300111999","Yale Center for British Art"
"1089","LC Call Number","ND466 Y35 (YCBA)","","1406","317","317","5388","p","n","","AAT","local","300111999","Yale Center for British Art"
"1089","OCLC Number","702612521","","1406","317","317","5388","p","n","","AAT","local","300111999","Yale Center for British Art"
"714","LC Call Number","ND466 Y35 (YCBA)","","1031","317","317","5389","p","n","","AAT","local","300111999","Yale Center for British Art"
"714","OCLC Number","702612521","","1031","317","317","5389","p","n","","AAT","local","300111999","Yale Center for British Art"
"894","LC Call Number","ND466 Y35 (YCBA)","","1211","317","317","5390","p","n","p","AAT","local","300111999","Yale Center for British Art"
"894","OCLC Number","702612521","","1211","317","317","5390","p","n","p","AAT","local","300111999","Yale Center for British Art"
"891","LC Call Number","ND466 Y35 (YCBA)","","1208","317","317","5391","p","n","","AAT","local","300111999","Yale Center for British Art"
"891","OCLC Number","702612521","","1208","317","317","5391","p","n","","AAT","local","300111999","Yale Center for British Art"
"365","LC Call Number","ND466 Y35 (YCBA)","","682","317","317","5392","p","n","p","AAT","local","300111999","Yale Center for British Art"
"365","OCLC Number","702612521","","682","317","317","5392","p","n","p","AAT","local","300111999","Yale Center for British Art"
"406","LC Call Number","ND466 Y35 (YCBA)","","723","317","317","5393","p","n","","AAT","local","300111999","Yale Center for British Art"
"406","OCLC Number","702612521","","723","317","317","5393","p","n","","AAT","local","300111999","Yale Center for British Art"
"787","LC Call Number","ND466 Y35 (YCBA)","","1104","317","317","5394","p","n","","AAT","local","300111999","Yale Center for British Art"
"787","OCLC Number","702612521","","1104","317","317","5394","p","n","","AAT","local","300111999","Yale Center for British Art"
"28","LC Call Number","ND466 Y35 (YCBA)","","345","317","317","5395","p","n","p","AAT","local","300111999","Yale Center for British Art"
"28","OCLC Number","702612521","","345","317","317","5395","p","n","p","AAT","local","300111999","Yale Center for British Art"
"834","LC Call Number","ND466 Y35 (YCBA)","","1151","317","317","5396","p","n","p","AAT","local","300111999","Yale Center for British Art"
"834","OCLC Number","702612521","","1151","317","317","5396","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1156","LC Call Number","ND466 Y35 (YCBA)","","1473","317","317","5355","p","n","","AAT","local","300111999","Yale Center for British Art"
"1156","OCLC Number","702612521","","1473","317","317","5355","p","n","","AAT","local","300111999","Yale Center for British Art"
"42511","LC Call Number","ND466 Y35 (YCBA)","","42828","317","317","5425","p","n","p","AAT","local","300111999","Yale Center for British Art"
"42511","OCLC Number","702612521","","42828","317","317","5425","p","n","p","AAT","local","300111999","Yale Center for British Art"
"844","LC Call Number","ND466 Y35 (YCBA)","","1161","317","317","5426","p","n","","AAT","local","300111999","Yale Center for British Art"
"844","OCLC Number","702612521","","1161","317","317","5426","p","n","","AAT","local","300111999","Yale Center for British Art"
"829","LC Call Number","ND466 Y35 (YCBA)","","1146","317","317","5427","","","p","AAT","local","300111999","Yale Center for British Art"
"829","OCLC Number","702612521","","1146","317","317","5427","","","p","AAT","local","300111999","Yale Center for British Art"
"1045","LC Call Number","ND466 Y35 (YCBA)","","1362","317","317","5428","p","n","","AAT","local","300111999","Yale Center for British Art"
"1045","OCLC Number","702612521","","1362","317","317","5428","p","n","","AAT","local","300111999","Yale Center for British Art"
"38662","LC Call Number","ND466 Y35 (YCBA)","","38979","317","317","5429","p","n","","AAT","local","300111999","Yale Center for British Art"
"38662","OCLC Number","702612521","","38979","317","317","5429","p","n","","AAT","local","300111999","Yale Center for British Art"
"16","LC Call Number","ND466 Y35 (YCBA)","","333","317","317","5430","p","n","","AAT","local","300111999","Yale Center for British Art"
"16","OCLC Number","702612521","","333","317","317","5430","p","n","","AAT","local","300111999","Yale Center for British Art"
"1393","LC Call Number","ND466 Y35 (YCBA)","","1710","317","317","5431","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1393","OCLC Number","702612521","","1710","317","317","5431","p","n","p","AAT","local","300111999","Yale Center for British Art"
"379","LC Call Number","ND466 Y35 (YCBA)","","696","317","317","5432","p","n","p","AAT","local","300111999","Yale Center for British Art"
"379","OCLC Number","702612521","","696","317","317","5432","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1058","LC Call Number","ND466 Y35 (YCBA)","","1375","317","317","5433","p","n","","AAT","local","300111999","Yale Center for British Art"
"1058","OCLC Number","702612521","","1375","317","317","5433","p","n","","AAT","local","300111999","Yale Center for British Art"
"1064","LC Call Number","ND466 Y35 (YCBA)","","1381","317","317","5434","p","n","","AAT","local","300111999","Yale Center for British Art"
"1064","OCLC Number","702612521","","1381","317","317","5434","p","n","","AAT","local","300111999","Yale Center for British Art"
"1144","LC Call Number","ND466 Y35 (YCBA)","","1461","317","317","5435","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1144","OCLC Number","702612521","","1461","317","317","5435","p","n","p","AAT","local","300111999","Yale Center for British Art"
"381","LC Call Number","ND466 Y35 (YCBA)","","698","317","317","5436","p","n","","AAT","local","300111999","Yale Center for British Art"
"381","OCLC Number","702612521","","698","317","317","5436","p","n","","AAT","local","300111999","Yale Center for British Art"
"1142","LC Call Number","ND466 Y35 (YCBA)","","1459","317","317","5437","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1142","OCLC Number","702612521","","1459","317","317","5437","p","n","p","AAT","local","300111999","Yale Center for British Art"
"382","LC Call Number","ND466 Y35 (YCBA)","","699","317","317","5438","p","n","","AAT","local","300111999","Yale Center for British Art"
"382","OCLC Number","702612521","","699","317","317","5438","p","n","","AAT","local","300111999","Yale Center for British Art"
"64","LC Call Number","ND466 Y35 (YCBA)","","381","317","317","4247","p","n","","AAT","local","300111999","Yale Center for British Art"
"64","OCLC Number","702612521","","381","317","317","4247","p","n","","AAT","local","300111999","Yale Center for British Art"
"931","LC Call Number","ND466 Y35 (YCBA)","","1248","317","317","6101","p","n","p","AAT","local","300111999","Yale Center for British Art"
"931","OCLC Number","702612521","","1248","317","317","6101","p","n","p","AAT","local","300111999","Yale Center for British Art"
"782","LC Call Number","ND466 Y35 (YCBA)","","1099","317","317","6102","p","n","","AAT","local","300111999","Yale Center for British Art"
"782","OCLC Number","702612521","","1099","317","317","6102","p","n","","AAT","local","300111999","Yale Center for British Art"
"405","LC Call Number","ND466 Y35 (YCBA)","","722","317","317","6087","p","n","p","AAT","local","300111999","Yale Center for British Art"
"405","OCLC Number","702612521","","722","317","317","6087","p","n","p","AAT","local","300111999","Yale Center for British Art"
"711","LC Call Number","ND466 Y35 (YCBA)","","1028","317","317","6088","p","n","","AAT","local","300111999","Yale Center for British Art"
"711","OCLC Number","702612521","","1028","317","317","6088","p","n","","AAT","local","300111999","Yale Center for British Art"
"763","LC Call Number","ND466 Y35 (YCBA)","","1080","317","317","6089","p","n","","AAT","local","300111999","Yale Center for British Art"
"763","OCLC Number","702612521","","1080","317","317","6089","p","n","","AAT","local","300111999","Yale Center for British Art"
"983","LC Call Number","ND466 Y35 (YCBA)","","1300","317","317","6090","p","n","p","AAT","local","300111999","Yale Center for British Art"
"983","OCLC Number","702612521","","1300","317","317","6090","p","n","p","AAT","local","300111999","Yale Center for British Art"
"859","LC Call Number","ND466 Y35 (YCBA)","","1176","317","317","6077","p","n","p","AAT","local","300111999","Yale Center for British Art"
"859","OCLC Number","702612521","","1176","317","317","6077","p","n","p","AAT","local","300111999","Yale Center for British Art"
"788","LC Call Number","ND466 Y35 (YCBA)","","1105","317","317","6078","p","n","","AAT","local","300111999","Yale Center for British Art"
"788","OCLC Number","702612521","","1105","317","317","6078","p","n","","AAT","local","300111999","Yale Center for British Art"
"795","LC Call Number","ND466 Y35 (YCBA)","","1112","317","317","6059","p","n","","AAT","local","300111999","Yale Center for British Art"
"795","OCLC Number","702612521","","1112","317","317","6059","p","n","","AAT","local","300111999","Yale Center for British Art"
"789","LC Call Number","ND466 Y35 (YCBA)","","1106","317","317","6060","p","n","p","AAT","local","300111999","Yale Center for British Art"
"789","OCLC Number","702612521","","1106","317","317","6060","p","n","p","AAT","local","300111999","Yale Center for British Art"
"794","LC Call Number","ND466 Y35 (YCBA)","","1111","317","317","6061","p","n","","AAT","local","300111999","Yale Center for British Art"
"794","OCLC Number","702612521","","1111","317","317","6061","p","n","","AAT","local","300111999","Yale Center for British Art"
"793","LC Call Number","ND466 Y35 (YCBA)","","1110","317","317","6062","p","n","p","AAT","local","300111999","Yale Center for British Art"
"793","OCLC Number","702612521","","1110","317","317","6062","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1004","LC Call Number","ND466 Y35 (YCBA)","","1321","317","317","6063","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1004","OCLC Number","702612521","","1321","317","317","6063","p","n","p","AAT","local","300111999","Yale Center for British Art"
"540","LC Call Number","ND466 Y35 (YCBA)","","857","317","317","6033","p","n","p","AAT","local","300111999","Yale Center for British Art"
"540","OCLC Number","702612521","","857","317","317","6033","p","n","p","AAT","local","300111999","Yale Center for British Art"
"264","LC Call Number","ND466 Y35 (YCBA)","","581","317","317","6043","p","n","","AAT","local","300111999","Yale Center for British Art"
"264","OCLC Number","702612521","","581","317","317","6043","p","n","","AAT","local","300111999","Yale Center for British Art"
"404","LC Call Number","ND466 Y35 (YCBA)","","721","317","317","6045","p","n","p","AAT","local","300111999","Yale Center for British Art"
"404","OCLC Number","702612521","","721","317","317","6045","p","n","p","AAT","local","300111999","Yale Center for British Art"
"745","LC Call Number","ND466 Y35 (YCBA)","","1062","317","317","6046","p","n","p","AAT","local","300111999","Yale Center for British Art"
"745","OCLC Number","702612521","","1062","317","317","6046","p","n","p","AAT","local","300111999","Yale Center for British Art"
"747","LC Call Number","ND466 Y35 (YCBA)","","1064","317","317","6047","p","n","","AAT","local","300111999","Yale Center for British Art"
"747","OCLC Number","702612521","","1064","317","317","6047","p","n","","AAT","local","300111999","Yale Center for British Art"
"1187","LC Call Number","ND466 Y35 (YCBA)","","1504","317","317","6048","p","n","","AAT","local","300111999","Yale Center for British Art"
"1187","OCLC Number","702612521","","1504","317","317","6048","p","n","","AAT","local","300111999","Yale Center for British Art"
"944","LC Call Number","ND466 Y35 (YCBA)","","1261","317","317","6049","p","n","p","AAT","local","300111999","Yale Center for British Art"
"944","OCLC Number","702612521","","1261","317","317","6049","p","n","p","AAT","local","300111999","Yale Center for British Art"
"943","LC Call Number","ND466 Y35 (YCBA)","","1260","317","317","6022","p","n","","AAT","local","300111999","Yale Center for British Art"
"943","OCLC Number","702612521","","1260","317","317","6022","p","n","","AAT","local","300111999","Yale Center for British Art"
"736","LC Call Number","ND466 Y35 (YCBA)","","1053","317","317","6023","p","n","","AAT","local","300111999","Yale Center for British Art"
"736","OCLC Number","702612521","","1053","317","317","6023","p","n","","AAT","local","300111999","Yale Center for British Art"
"737","LC Call Number","ND466 Y35 (YCBA)","","1054","317","317","6024","p","n","","AAT","local","300111999","Yale Center for British Art"
"737","OCLC Number","702612521","","1054","317","317","6024","p","n","","AAT","local","300111999","Yale Center for British Art"
"704","LC Call Number","ND466 Y35 (YCBA)","","1021","317","317","6006","p","n","p","AAT","local","300111999","Yale Center for British Art"
"704","OCLC Number","702612521","","1021","317","317","6006","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1073","LC Call Number","ND466 Y35 (YCBA)","","1390","317","317","6007","p","n","","AAT","local","300111999","Yale Center for British Art"
"1073","OCLC Number","702612521","","1390","317","317","6007","p","n","","AAT","local","300111999","Yale Center for British Art"
"430","LC Call Number","ND466 Y35 (YCBA)","","747","317","317","6008","p","n","p","AAT","local","300111999","Yale Center for British Art"
"430","OCLC Number","702612521","","747","317","317","6008","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1026","LC Call Number","ND466 Y35 (YCBA)","","1343","317","317","6009","p","n","","AAT","local","300111999","Yale Center for British Art"
"1026","OCLC Number","702612521","","1343","317","317","6009","p","n","","AAT","local","300111999","Yale Center for British Art"
"7221","LC Call Number","ND466 Y35 (YCBA)","","7538","317","317","6010","p","n","","AAT","local","300111999","Yale Center for British Art"
"7221","OCLC Number","702612521","","7538","317","317","6010","p","n","","AAT","local","300111999","Yale Center for British Art"
"719","LC Call Number","ND466 Y35 (YCBA)","","1036","317","317","5982","p","n","","AAT","local","300111999","Yale Center for British Art"
"719","OCLC Number","702612521","","1036","317","317","5982","p","n","","AAT","local","300111999","Yale Center for British Art"
"969","LC Call Number","ND466 Y35 (YCBA)","","1286","317","317","5983","p","n","","AAT","local","300111999","Yale Center for British Art"
"969","OCLC Number","702612521","","1286","317","317","5983","p","n","","AAT","local","300111999","Yale Center for British Art"
"1096","LC Call Number","ND466 Y35 (YCBA)","","1413","317","317","5984","p","n","","AAT","local","300111999","Yale Center for British Art"
"1096","OCLC Number","702612521","","1413","317","317","5984","p","n","","AAT","local","300111999","Yale Center for British Art"
"923","LC Call Number","ND466 Y35 (YCBA)","","1240","317","317","5985","p","n","p","AAT","local","300111999","Yale Center for British Art"
"923","OCLC Number","702612521","","1240","317","317","5985","p","n","p","AAT","local","300111999","Yale Center for British Art"
"41820","LC Call Number","ND466 Y35 (YCBA)","","42137","317","317","6231","p","n","p","AAT","local","300111999","Yale Center for British Art"
"41820","OCLC Number","702612521","","42137","317","317","6231","p","n","p","AAT","local","300111999","Yale Center for British Art"
"41826","LC Call Number","ND466 Y35 (YCBA)","","42143","317","317","6232","p","n","","AAT","local","300111999","Yale Center for British Art"
"41826","OCLC Number","702612521","","42143","317","317","6232","p","n","","AAT","local","300111999","Yale Center for British Art"
"431","LC Call Number","ND466 Y35 (YCBA)","","748","317","317","6233","p","n","","AAT","local","300111999","Yale Center for British Art"
"431","OCLC Number","702612521","","748","317","317","6233","p","n","","AAT","local","300111999","Yale Center for British Art"
"1201","LC Call Number","ND466 Y35 (YCBA)","","1518","317","317","6234","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1201","OCLC Number","702612521","","1518","317","317","6234","p","n","p","AAT","local","300111999","Yale Center for British Art"
"990","LC Call Number","ND466 Y35 (YCBA)","","1307","317","317","6235","p","n","p","AAT","local","300111999","Yale Center for British Art"
"990","OCLC Number","702612521","","1307","317","317","6235","p","n","p","AAT","local","300111999","Yale Center for British Art"
"42135","LC Call Number","ND466 Y35 (YCBA)","","42452","317","317","6236","p","n","p","AAT","local","300111999","Yale Center for British Art"
"42135","OCLC Number","702612521","","42452","317","317","6236","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5047","LC Call Number","ND466 Y35 (YCBA)","","5364","317","317","6237","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5047","OCLC Number","702612521","","5364","317","317","6237","p","n","p","AAT","local","300111999","Yale Center for British Art"
"790","LC Call Number","ND466 Y35 (YCBA)","","1107","317","317","6239","p","n","","AAT","local","300111999","Yale Center for British Art"
"790","OCLC Number","702612521","","1107","317","317","6239","p","n","","AAT","local","300111999","Yale Center for British Art"
"729","LC Call Number","ND466 Y35 (YCBA)","","1046","317","317","6183","p","n","","AAT","local","300111999","Yale Center for British Art"
"729","OCLC Number","702612521","","1046","317","317","6183","p","n","","AAT","local","300111999","Yale Center for British Art"
"1205","LC Call Number","ND466 Y35 (YCBA)","","1522","317","317","6184","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1205","OCLC Number","702612521","","1522","317","317","6184","p","n","p","AAT","local","300111999","Yale Center for British Art"
"21162","LC Call Number","ND466 Y35 (YCBA)","","21479","317","317","6171","p","n","","AAT","local","300111999","Yale Center for British Art"
"21162","OCLC Number","702612521","","21479","317","317","6171","p","n","","AAT","local","300111999","Yale Center for British Art"
"41827","LC Call Number","ND466 Y35 (YCBA)","","42144","317","317","6125","p","n","p","AAT","local","300111999","Yale Center for British Art"
"41827","OCLC Number","702612521","","42144","317","317","6125","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5037","LC Call Number","ND466 Y35 (YCBA)","","5354","317","317","6126","p","n","","AAT","local","300111999","Yale Center for British Art"
"5037","OCLC Number","702612521","","5354","317","317","6126","p","n","","AAT","local","300111999","Yale Center for British Art"
"42749","LC Call Number","ND466 Y35 (YCBA)","","43066","317","317","6127","p","n","","AAT","local","300111999","Yale Center for British Art"
"42749","OCLC Number","702612521","","43066","317","317","6127","p","n","","AAT","local","300111999","Yale Center for British Art"
"446","LC Call Number","ND466 Y35 (YCBA)","","763","317","317","6128","p","n","","AAT","local","300111999","Yale Center for British Art"
"446","OCLC Number","702612521","","763","317","317","6128","p","n","","AAT","local","300111999","Yale Center for British Art"
"564","LC Call Number","ND466 Y35 (YCBA)","","881","317","317","6148","p","n","","AAT","local","300111999","Yale Center for British Art"
"564","OCLC Number","702612521","","881","317","317","6148","p","n","","AAT","local","300111999","Yale Center for British Art"
"979","LC Call Number","ND466 Y35 (YCBA)","","1296","317","317","6149","p","n","","AAT","local","300111999","Yale Center for British Art"
"979","OCLC Number","702612521","","1296","317","317","6149","p","n","","AAT","local","300111999","Yale Center for British Art"
"527","LC Call Number","ND466 Y35 (YCBA)","","844","317","317","6150","p","n","","AAT","local","300111999","Yale Center for British Art"
"527","OCLC Number","702612521","","844","317","317","6150","p","n","","AAT","local","300111999","Yale Center for British Art"
"42743","LC Call Number","ND466 Y35 (YCBA)","","43060","317","317","6151","p","n","","AAT","local","300111999","Yale Center for British Art"
"42743","OCLC Number","702612521","","43060","317","317","6151","p","n","","AAT","local","300111999","Yale Center for British Art"
"322","LC Call Number","ND466 Y35 (YCBA)","","639","317","317","6152","p","n","","AAT","local","300111999","Yale Center for British Art"
"322","OCLC Number","702612521","","639","317","317","6152","p","n","","AAT","local","300111999","Yale Center for British Art"
"39090","LC Call Number","ND466 Y35 (YCBA)","","39407","317","317","6153","p","n","","AAT","local","300111999","Yale Center for British Art"
"39090","OCLC Number","702612521","","39407","317","317","6153","p","n","","AAT","local","300111999","Yale Center for British Art"
"1171","LC Call Number","ND466 Y35 (YCBA)","","1488","317","317","5923","p","n","","AAT","local","300111999","Yale Center for British Art"
"1171","OCLC Number","702612521","","1488","317","317","5923","p","n","","AAT","local","300111999","Yale Center for British Art"
"706","LC Call Number","ND466 Y35 (YCBA)","","1023","317","317","5927","p","n","","AAT","local","300111999","Yale Center for British Art"
"706","OCLC Number","702612521","","1023","317","317","5927","p","n","","AAT","local","300111999","Yale Center for British Art"
"359","LC Call Number","ND466 Y35 (YCBA)","","676","317","317","5928","p","n","","AAT","local","300111999","Yale Center for British Art"
"359","OCLC Number","702612521","","676","317","317","5928","p","n","","AAT","local","300111999","Yale Center for British Art"
"791","LC Call Number","ND466 Y35 (YCBA)","","1108","317","317","5866","p","n","","AAT","local","300111999","Yale Center for British Art"
"791","OCLC Number","702612521","","1108","317","317","5866","p","n","","AAT","local","300111999","Yale Center for British Art"
"921","LC Call Number","ND466 Y35 (YCBA)","","1238","317","317","5867","p","n","","AAT","local","300111999","Yale Center for British Art"
"921","OCLC Number","702612521","","1238","317","317","5867","p","n","","AAT","local","300111999","Yale Center for British Art"
"1134","LC Call Number","ND466 Y35 (YCBA)","","1451","317","317","5868","p","n","","AAT","local","300111999","Yale Center for British Art"
"1134","OCLC Number","702612521","","1451","317","317","5868","p","n","","AAT","local","300111999","Yale Center for British Art"
"937","LC Call Number","ND466 Y35 (YCBA)","","1254","317","317","5869","p","n","","AAT","local","300111999","Yale Center for British Art"
"937","OCLC Number","702612521","","1254","317","317","5869","p","n","","AAT","local","300111999","Yale Center for British Art"
"21167","LC Call Number","ND466 Y35 (YCBA)","","21484","317","317","5870","p","n","p","AAT","local","300111999","Yale Center for British Art"
"21167","OCLC Number","702612521","","21484","317","317","5870","p","n","p","AAT","local","300111999","Yale Center for British Art"
"373","LC Call Number","ND466 Y35 (YCBA)","","690","317","317","5871","p","n","","AAT","local","300111999","Yale Center for British Art"
"373","OCLC Number","702612521","","690","317","317","5871","p","n","","AAT","local","300111999","Yale Center for British Art"
"798","LC Call Number","ND466 Y35 (YCBA)","","1115","317","317","5872","p","n","","AAT","local","300111999","Yale Center for British Art"
"798","OCLC Number","702612521","","1115","317","317","5872","p","n","","AAT","local","300111999","Yale Center for British Art"
"1133","LC Call Number","ND466 Y35 (YCBA)","","1450","317","317","5873","p","n","","AAT","local","300111999","Yale Center for British Art"
"1133","OCLC Number","702612521","","1450","317","317","5873","p","n","","AAT","local","300111999","Yale Center for British Art"
