"ID","Description","AltNum","Remarks","ObjRef","ANrefID","ReferenceID","RefXRefID","PageNumber","CatalogueNumber","FigureNumber","lidosource","lidotype","sourcenum","lidoappellation"
"5018","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5063","45","45","10","p","n","","AAT","local","300111999","Yale Center for British Art"
"5018","OCLC Number","38239347","","5063","45","45","10","p","n","","AAT","local","300111999","Yale Center for British Art"
"4988","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5033","45","45","87","p","n","","AAT","local","300111999","Yale Center for British Art"
"4988","OCLC Number","38239347","","5033","45","45","87","p","n","","AAT","local","300111999","Yale Center for British Art"
"4998","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5043","45","45","90","p","n","","AAT","local","300111999","Yale Center for British Art"
"4998","OCLC Number","38239347","","5043","45","45","90","p","n","","AAT","local","300111999","Yale Center for British Art"
"5050","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5095","45","45","99","p","n","","AAT","local","300111999","Yale Center for British Art"
"5050","OCLC Number","38239347","","5095","45","45","99","p","n","","AAT","local","300111999","Yale Center for British Art"
"5024","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5069","45","45","122","p","n","","AAT","local","300111999","Yale Center for British Art"
"5024","OCLC Number","38239347","","5069","45","45","122","p","n","","AAT","local","300111999","Yale Center for British Art"
"5023","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5068","45","45","139","p","n","","AAT","local","300111999","Yale Center for British Art"
"5023","OCLC Number","38239347","","5068","45","45","139","p","n","","AAT","local","300111999","Yale Center for British Art"
"5062","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5107","45","45","149","p","n","","AAT","local","300111999","Yale Center for British Art"
"5062","OCLC Number","38239347","","5107","45","45","149","p","n","","AAT","local","300111999","Yale Center for British Art"
"5064","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5109","45","45","159","p","n","","AAT","local","300111999","Yale Center for British Art"
"5064","OCLC Number","38239347","","5109","45","45","159","p","n","","AAT","local","300111999","Yale Center for British Art"
"4994","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5039","45","45","171","p","n","","AAT","local","300111999","Yale Center for British Art"
"4994","OCLC Number","38239347","","5039","45","45","171","p","n","","AAT","local","300111999","Yale Center for British Art"
"5055","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5100","45","45","190","p","n","","AAT","local","300111999","Yale Center for British Art"
"5055","OCLC Number","38239347","","5100","45","45","190","p","n","","AAT","local","300111999","Yale Center for British Art"
"5052","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5097","45","45","198","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5052","OCLC Number","38239347","","5097","45","45","198","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5001","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5046","45","45","216","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5001","OCLC Number","38239347","","5046","45","45","216","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5000","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5045","45","45","281","p","n","","AAT","local","300111999","Yale Center for British Art"
"5000","OCLC Number","38239347","","5045","45","45","281","p","n","","AAT","local","300111999","Yale Center for British Art"
"635","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","680","45","45","292","p","n","","AAT","local","300111999","Yale Center for British Art"
"635","OCLC Number","38239347","","680","45","45","292","p","n","","AAT","local","300111999","Yale Center for British Art"
"5025","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5070","45","45","299","p","n","","AAT","local","300111999","Yale Center for British Art"
"5025","OCLC Number","38239347","","5070","45","45","299","p","n","","AAT","local","300111999","Yale Center for British Art"
"5045","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5090","45","45","329","p","n","","AAT","local","300111999","Yale Center for British Art"
"5045","OCLC Number","38239347","","5090","45","45","329","p","n","","AAT","local","300111999","Yale Center for British Art"
"5015","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5060","45","45","388","p","n","","AAT","local","300111999","Yale Center for British Art"
"5015","OCLC Number","38239347","","5060","45","45","388","p","n","","AAT","local","300111999","Yale Center for British Art"
"5027","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5072","45","45","409","p","n","","AAT","local","300111999","Yale Center for British Art"
"5027","OCLC Number","38239347","","5072","45","45","409","p","n","","AAT","local","300111999","Yale Center for British Art"
"5002","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5047","45","45","416","p","n","","AAT","local","300111999","Yale Center for British Art"
"5002","OCLC Number","38239347","","5047","45","45","416","p","n","","AAT","local","300111999","Yale Center for British Art"
"5028","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5073","45","45","424","p","n","","AAT","local","300111999","Yale Center for British Art"
"5028","OCLC Number","38239347","","5073","45","45","424","p","n","","AAT","local","300111999","Yale Center for British Art"
"5004","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5049","45","45","435","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5004","OCLC Number","38239347","","5049","45","45","435","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5029","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5074","45","45","481","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5029","OCLC Number","38239347","","5074","45","45","481","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5059","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5104","45","45","485","p","n","","AAT","local","300111999","Yale Center for British Art"
"5059","OCLC Number","38239347","","5104","45","45","485","p","n","","AAT","local","300111999","Yale Center for British Art"
"5030","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5075","45","45","504","p","n","","AAT","local","300111999","Yale Center for British Art"
"5030","OCLC Number","38239347","","5075","45","45","504","p","n","","AAT","local","300111999","Yale Center for British Art"
"5058","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5103","45","45","505","p","n","","AAT","local","300111999","Yale Center for British Art"
"5058","OCLC Number","38239347","","5103","45","45","505","p","n","","AAT","local","300111999","Yale Center for British Art"
"5043","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5088","45","45","487","p","n","","AAT","local","300111999","Yale Center for British Art"
"5043","OCLC Number","38239347","","5088","45","45","487","p","n","","AAT","local","300111999","Yale Center for British Art"
"5020","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5065","45","45","525","p","n","","AAT","local","300111999","Yale Center for British Art"
"5020","OCLC Number","38239347","","5065","45","45","525","p","n","","AAT","local","300111999","Yale Center for British Art"
"5051","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5096","45","45","537","p","n","","AAT","local","300111999","Yale Center for British Art"
"5051","OCLC Number","38239347","","5096","45","45","537","p","n","","AAT","local","300111999","Yale Center for British Art"
"5054","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5099","45","45","545","p","n","","AAT","local","300111999","Yale Center for British Art"
"5054","OCLC Number","38239347","","5099","45","45","545","p","n","","AAT","local","300111999","Yale Center for British Art"
"5071","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5116","45","45","556","p","n","","AAT","local","300111999","Yale Center for British Art"
"5071","OCLC Number","38239347","","5116","45","45","556","p","n","","AAT","local","300111999","Yale Center for British Art"
"5031","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5076","45","45","565","p","n","","AAT","local","300111999","Yale Center for British Art"
"5031","OCLC Number","38239347","","5076","45","45","565","p","n","","AAT","local","300111999","Yale Center for British Art"
"5036","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5081","45","45","589","p","n","","AAT","local","300111999","Yale Center for British Art"
"5036","OCLC Number","38239347","","5081","45","45","589","p","n","","AAT","local","300111999","Yale Center for British Art"
"5033","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5078","45","45","603","p","n","","AAT","local","300111999","Yale Center for British Art"
"5033","OCLC Number","38239347","","5078","45","45","603","p","n","","AAT","local","300111999","Yale Center for British Art"
"5034","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5079","45","45","618","p","n","","AAT","local","300111999","Yale Center for British Art"
"5034","OCLC Number","38239347","","5079","45","45","618","p","n","","AAT","local","300111999","Yale Center for British Art"
"5063","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5108","45","45","631","p","n","","AAT","local","300111999","Yale Center for British Art"
"5063","OCLC Number","38239347","","5108","45","45","631","p","n","","AAT","local","300111999","Yale Center for British Art"
"4984","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5029","45","45","639","p","n","","AAT","local","300111999","Yale Center for British Art"
"4984","OCLC Number","38239347","","5029","45","45","639","p","n","","AAT","local","300111999","Yale Center for British Art"
"5044","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5089","45","45","656","p","n","","AAT","local","300111999","Yale Center for British Art"
"5044","OCLC Number","38239347","","5089","45","45","656","p","n","","AAT","local","300111999","Yale Center for British Art"
"5067","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5112","45","45","692","p","n","","AAT","local","300111999","Yale Center for British Art"
"5067","OCLC Number","38239347","","5112","45","45","692","p","n","","AAT","local","300111999","Yale Center for British Art"
"5016","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5061","45","45","698","p","n","","AAT","local","300111999","Yale Center for British Art"
"5016","OCLC Number","38239347","","5061","45","45","698","p","n","","AAT","local","300111999","Yale Center for British Art"
"5046","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5091","45","45","706","p","n","","AAT","local","300111999","Yale Center for British Art"
"5046","OCLC Number","38239347","","5091","45","45","706","p","n","","AAT","local","300111999","Yale Center for British Art"
"5047","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5092","45","45","720","p","n","","AAT","local","300111999","Yale Center for British Art"
"5047","OCLC Number","38239347","","5092","45","45","720","p","n","","AAT","local","300111999","Yale Center for British Art"
"5017","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5062","45","45","731","p","n","","AAT","local","300111999","Yale Center for British Art"
"5017","OCLC Number","38239347","","5062","45","45","731","p","n","","AAT","local","300111999","Yale Center for British Art"
"4987","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5032","45","45","757","p","n","","AAT","local","300111999","Yale Center for British Art"
"4987","OCLC Number","38239347","","5032","45","45","757","p","n","","AAT","local","300111999","Yale Center for British Art"
"5021","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5066","45","45","764","p","n","","AAT","local","300111999","Yale Center for British Art"
"5021","OCLC Number","38239347","","5066","45","45","764","p","n","","AAT","local","300111999","Yale Center for British Art"
"5066","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5111","45","45","806","p","n","","AAT","local","300111999","Yale Center for British Art"
"5066","OCLC Number","38239347","","5111","45","45","806","p","n","","AAT","local","300111999","Yale Center for British Art"
"5519","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5564","45","45","811","p","n","","AAT","local","300111999","Yale Center for British Art"
"5519","OCLC Number","38239347","","5564","45","45","811","p","n","","AAT","local","300111999","Yale Center for British Art"
"5057","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5102","45","45","815","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5057","OCLC Number","38239347","","5102","45","45","815","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5048","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5093","45","45","869","p","n","","AAT","local","300111999","Yale Center for British Art"
"5048","OCLC Number","38239347","","5093","45","45","869","p","n","","AAT","local","300111999","Yale Center for British Art"
"5006","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5051","45","45","900","p","n","","AAT","local","300111999","Yale Center for British Art"
"5006","OCLC Number","38239347","","5051","45","45","900","p","n","","AAT","local","300111999","Yale Center for British Art"
"4999","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5044","45","45","901","p","n","","AAT","local","300111999","Yale Center for British Art"
"4999","OCLC Number","38239347","","5044","45","45","901","p","n","","AAT","local","300111999","Yale Center for British Art"
"5005","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5050","45","45","902","p","n","","AAT","local","300111999","Yale Center for British Art"
"5005","OCLC Number","38239347","","5050","45","45","902","p","n","","AAT","local","300111999","Yale Center for British Art"
"5037","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5082","45","45","939","p","n","","AAT","local","300111999","Yale Center for British Art"
"5037","OCLC Number","38239347","","5082","45","45","939","p","n","","AAT","local","300111999","Yale Center for British Art"
"5022","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5067","45","45","945","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5022","OCLC Number","38239347","","5067","45","45","945","p","n","f","AAT","local","300111999","Yale Center for British Art"
"4995","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5040","45","45","955","p","n","","AAT","local","300111999","Yale Center for British Art"
"4995","OCLC Number","38239347","","5040","45","45","955","p","n","","AAT","local","300111999","Yale Center for British Art"
"4985","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5030","45","45","961","p","n","","AAT","local","300111999","Yale Center for British Art"
"4985","OCLC Number","38239347","","5030","45","45","961","p","n","","AAT","local","300111999","Yale Center for British Art"
"5032","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5077","45","45","970","p","n","","AAT","local","300111999","Yale Center for British Art"
"5032","OCLC Number","38239347","","5077","45","45","970","p","n","","AAT","local","300111999","Yale Center for British Art"
"5019","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5064","45","45","977","p","n","","AAT","local","300111999","Yale Center for British Art"
"5019","OCLC Number","38239347","","5064","45","45","977","p","n","","AAT","local","300111999","Yale Center for British Art"
"5038","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5083","45","45","1001","p","n","","AAT","local","300111999","Yale Center for British Art"
"5038","OCLC Number","38239347","","5083","45","45","1001","p","n","","AAT","local","300111999","Yale Center for British Art"
"21169","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","21214","45","45","1024","p","","f","AAT","local","300111999","Yale Center for British Art"
"21169","OCLC Number","38239347","","21214","45","45","1024","p","","f","AAT","local","300111999","Yale Center for British Art"
"4993","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5038","45","45","1049","p","n","","AAT","local","300111999","Yale Center for British Art"
"4993","OCLC Number","38239347","","5038","45","45","1049","p","n","","AAT","local","300111999","Yale Center for British Art"
"1082","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","1127","45","45","1065","p","","f","AAT","local","300111999","Yale Center for British Art"
"1082","OCLC Number","38239347","","1127","45","45","1065","p","","f","AAT","local","300111999","Yale Center for British Art"
"4990","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5035","45","45","1088","p","n","f","AAT","local","300111999","Yale Center for British Art"
"4990","OCLC Number","38239347","","5035","45","45","1088","p","n","f","AAT","local","300111999","Yale Center for British Art"
"4991","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5036","45","45","1108","p","n","","AAT","local","300111999","Yale Center for British Art"
"4991","OCLC Number","38239347","","5036","45","45","1108","p","n","","AAT","local","300111999","Yale Center for British Art"
"5039","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5084","45","45","1138","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5039","OCLC Number","38239347","","5084","45","45","1138","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5009","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5054","45","45","1153","p","n","","AAT","local","300111999","Yale Center for British Art"
"5009","OCLC Number","38239347","","5054","45","45","1153","p","n","","AAT","local","300111999","Yale Center for British Art"
"4992","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5037","45","45","1174","p","n","","AAT","local","300111999","Yale Center for British Art"
"4992","OCLC Number","38239347","","5037","45","45","1174","p","n","","AAT","local","300111999","Yale Center for British Art"
"5008","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5053","45","45","1187","p","n","","AAT","local","300111999","Yale Center for British Art"
"5008","OCLC Number","38239347","","5053","45","45","1187","p","n","","AAT","local","300111999","Yale Center for British Art"
"5010","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5055","45","45","1188","p","n","","AAT","local","300111999","Yale Center for British Art"
"5010","OCLC Number","38239347","","5055","45","45","1188","p","n","","AAT","local","300111999","Yale Center for British Art"
"34","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","79","45","45","1189","p","","f","AAT","local","300111999","Yale Center for British Art"
"34","OCLC Number","38239347","","79","45","45","1189","p","","f","AAT","local","300111999","Yale Center for British Art"
"45","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","90","45","45","1190","p","","f","AAT","local","300111999","Yale Center for British Art"
"45","OCLC Number","38239347","","90","45","45","1190","p","","f","AAT","local","300111999","Yale Center for British Art"
"5011","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5056","45","45","1191","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5011","OCLC Number","38239347","","5056","45","45","1191","p","n","f","AAT","local","300111999","Yale Center for British Art"
"32","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","77","45","45","1324","A","","U","AAT","local","300111999","Yale Center for British Art"
"32","OCLC Number","38239347","","77","45","45","1324","A","","U","AAT","local","300111999","Yale Center for British Art"
"5726","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5771","45","45","1365","p","n","","AAT","local","300111999","Yale Center for British Art"
"5726","OCLC Number","38239347","","5771","45","45","1365","p","n","","AAT","local","300111999","Yale Center for British Art"
"5007","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5052","45","45","1388","p","n","","AAT","local","300111999","Yale Center for British Art"
"5007","OCLC Number","38239347","","5052","45","45","1388","p","n","","AAT","local","300111999","Yale Center for British Art"
"5040","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5085","45","45","1417","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5040","OCLC Number","38239347","","5085","45","45","1417","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5035","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5080","45","45","1441","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5035","OCLC Number","38239347","","5080","45","45","1441","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5065","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5110","45","45","1453","p","n","","AAT","local","300111999","Yale Center for British Art"
"5065","OCLC Number","38239347","","5110","45","45","1453","p","n","","AAT","local","300111999","Yale Center for British Art"
"5014","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5059","45","45","1463","p","n","","AAT","local","300111999","Yale Center for British Art"
"5014","OCLC Number","38239347","","5059","45","45","1463","p","n","","AAT","local","300111999","Yale Center for British Art"
"5012","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5057","45","45","1470","p","n","","AAT","local","300111999","Yale Center for British Art"
"5012","OCLC Number","38239347","","5057","45","45","1470","p","n","","AAT","local","300111999","Yale Center for British Art"
"4996","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5041","45","45","1477","p","n","","AAT","local","300111999","Yale Center for British Art"
"4996","OCLC Number","38239347","","5041","45","45","1477","p","n","","AAT","local","300111999","Yale Center for British Art"
"4989","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5034","45","45","1490","p","n","f","AAT","local","300111999","Yale Center for British Art"
"4989","OCLC Number","38239347","","5034","45","45","1490","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5041","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5086","45","45","1492","p","n","","AAT","local","300111999","Yale Center for British Art"
"5041","OCLC Number","38239347","","5086","45","45","1492","p","n","","AAT","local","300111999","Yale Center for British Art"
"5013","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5058","45","45","1521","p","n","","AAT","local","300111999","Yale Center for British Art"
"5013","OCLC Number","38239347","","5058","45","45","1521","p","n","","AAT","local","300111999","Yale Center for British Art"
"4986","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5031","45","45","1555","p","n","","AAT","local","300111999","Yale Center for British Art"
"4986","OCLC Number","38239347","","5031","45","45","1555","p","n","","AAT","local","300111999","Yale Center for British Art"
"5042","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5087","45","45","1584","p","n","","AAT","local","300111999","Yale Center for British Art"
"5042","OCLC Number","38239347","","5087","45","45","1584","p","n","","AAT","local","300111999","Yale Center for British Art"
"4997","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","5042","45","45","1598","p","n","","AAT","local","300111999","Yale Center for British Art"
"4997","OCLC Number","38239347","","5042","45","45","1598","p","n","","AAT","local","300111999","Yale Center for British Art"
"1521","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","1566","45","45","2766","v","","f","AAT","local","300111999","Yale Center for British Art"
"1521","OCLC Number","38239347","","1566","45","45","2766","v","","f","AAT","local","300111999","Yale Center for British Art"
"42756","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","42801","45","45","2767","","","","AAT","local","300111999","Yale Center for British Art"
"42756","OCLC Number","38239347","","42801","45","45","2767","","","","AAT","local","300111999","Yale Center for British Art"
"3898","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","3943","45","45","2768","p","","f","AAT","local","300111999","Yale Center for British Art"
"3898","OCLC Number","38239347","","3943","45","45","2768","p","","f","AAT","local","300111999","Yale Center for British Art"
"3462","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","3507","45","45","2769","p","","f","AAT","local","300111999","Yale Center for British Art"
"3462","OCLC Number","38239347","","3507","45","45","2769","p","","f","AAT","local","300111999","Yale Center for British Art"
"30676","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","30721","45","45","2772","p","","","AAT","local","300111999","Yale Center for British Art"
"30676","OCLC Number","38239347","","30721","45","45","2772","p","","","AAT","local","300111999","Yale Center for British Art"
"51839","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","51884","45","45","2773","p","","","AAT","local","300111999","Yale Center for British Art"
"51839","OCLC Number","38239347","","51884","45","45","2773","p","","","AAT","local","300111999","Yale Center for British Art"
"40815","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","40860","45","45","2774","p","","","AAT","local","300111999","Yale Center for British Art"
"40815","OCLC Number","38239347","","40860","45","45","2774","p","","","AAT","local","300111999","Yale Center for British Art"
"49468","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","49513","45","45","2776","p","","","AAT","local","300111999","Yale Center for British Art"
"49468","OCLC Number","38239347","","49513","45","45","2776","p","","","AAT","local","300111999","Yale Center for British Art"
"49487","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","49532","45","45","2777","p","","","AAT","local","300111999","Yale Center for British Art"
"49487","OCLC Number","38239347","","49532","45","45","2777","p","","","AAT","local","300111999","Yale Center for British Art"
"52041","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","52086","45","45","2778","p","","","AAT","local","300111999","Yale Center for British Art"
"52041","OCLC Number","38239347","","52086","45","45","2778","p","","","AAT","local","300111999","Yale Center for British Art"
"49438","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","49483","45","45","2779","p","","","AAT","local","300111999","Yale Center for British Art"
"49438","OCLC Number","38239347","","49483","45","45","2779","p","","","AAT","local","300111999","Yale Center for British Art"
"49446","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","49491","45","45","2780","p","","","AAT","local","300111999","Yale Center for British Art"
"49446","OCLC Number","38239347","","49491","45","45","2780","p","","","AAT","local","300111999","Yale Center for British Art"
"42606","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","42651","45","45","2781","p","","","AAT","local","300111999","Yale Center for British Art"
"42606","OCLC Number","38239347","","42651","45","45","2781","p","","","AAT","local","300111999","Yale Center for British Art"
"52047","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","52092","45","45","2782","p","","","AAT","local","300111999","Yale Center for British Art"
"52047","OCLC Number","38239347","","52092","45","45","2782","p","","","AAT","local","300111999","Yale Center for British Art"
"48993","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","49038","45","45","2783","p","","","AAT","local","300111999","Yale Center for British Art"
"48993","OCLC Number","38239347","","49038","45","45","2783","p","","","AAT","local","300111999","Yale Center for British Art"
"49084","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","49129","45","45","2784","p","","","AAT","local","300111999","Yale Center for British Art"
"49084","OCLC Number","38239347","","49129","45","45","2784","p","","","AAT","local","300111999","Yale Center for British Art"
"49097","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","49142","45","45","2785","p","","","AAT","local","300111999","Yale Center for British Art"
"49097","OCLC Number","38239347","","49142","45","45","2785","p","","","AAT","local","300111999","Yale Center for British Art"
"49197","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","49242","45","45","2787","p","","","AAT","local","300111999","Yale Center for British Art"
"49197","OCLC Number","38239347","","49242","45","45","2787","p","","","AAT","local","300111999","Yale Center for British Art"
"28467","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","28512","45","45","2788","p","","","AAT","local","300111999","Yale Center for British Art"
"28467","OCLC Number","38239347","","28512","45","45","2788","p","","","AAT","local","300111999","Yale Center for British Art"
"31492","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","31537","45","45","2790","p","","","AAT","local","300111999","Yale Center for British Art"
"31492","OCLC Number","38239347","","31537","45","45","2790","p","","","AAT","local","300111999","Yale Center for British Art"
"23430","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","23475","45","45","2791","p","","","AAT","local","300111999","Yale Center for British Art"
"23430","OCLC Number","38239347","","23475","45","45","2791","p","","","AAT","local","300111999","Yale Center for British Art"
"38289","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","38334","45","45","2792","p","","","AAT","local","300111999","Yale Center for British Art"
"38289","OCLC Number","38239347","","38334","45","45","2792","p","","","AAT","local","300111999","Yale Center for British Art"
"38301","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","38346","45","45","2793","p","","","AAT","local","300111999","Yale Center for British Art"
"38301","OCLC Number","38239347","","38346","45","45","2793","p","","","AAT","local","300111999","Yale Center for British Art"
"38323","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","38368","45","45","2794","p","","","AAT","local","300111999","Yale Center for British Art"
"38323","OCLC Number","38239347","","38368","45","45","2794","p","","","AAT","local","300111999","Yale Center for British Art"
"38347","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","38392","45","45","2795","p","","","AAT","local","300111999","Yale Center for British Art"
"38347","OCLC Number","38239347","","38392","45","45","2795","p","","","AAT","local","300111999","Yale Center for British Art"
"313","LC Call Number","ND1314.3 Y36 1998 (YCBA)","","358","45","45","7512","p","","","AAT","local","300111999","Yale Center for British Art"
"313","OCLC Number","38239347","","358","45","45","7512","p","","","AAT","local","300111999","Yale Center for British Art"
"5067","LC Call Number","ND1351.5 W57 2002 (YCBA)","","5114","47","47","693","p","","","AAT","local","300111999","Yale Center for British Art"
"5018","LC Call Number","ND1351.5 W57 2002 (YCBA)","","5065","47","47","9","p","N","","AAT","local","300111999","Yale Center for British Art"
"5018","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5066","48","48","8","p","n","f","AAT","local","300111999","Yale Center for British Art"
"38533","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","38581","48","48","206","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5001","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5049","48","48","211","p","n","","AAT","local","300111999","Yale Center for British Art"
"38536","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","38584","48","48","224","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5052","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5100","48","48","199","p","","f","AAT","local","300111999","Yale Center for British Art"
